,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,knockout,wildtype,ms_level,A_1,A_2,A_3,A_4,A_5,B_1,B_2,B_3,B_4,B_5,isotopes,adduct,pcgroup
FT1142,433.2077385,433.2063047,433.2081213,727.7879639,727.508728,728.0316162,4,3,1,1,7381.733103,25795.87151,23821.30045,22334.6217,23839.56431,12540.11417,22445.73125,14789.19217,20225.406,22695.55971,,,624
FT1151,435.2231845,435.2223533,435.2246162,727.9405212,726.9937744,728.5269775,10,5,5,1,69885.54648,63172.47064,174981.2993,176999.1984,62762.85176,165774.6166,60141.37734,51316.338,65793.71668,56497.828,,,139
FT1369,525.2551482,525.253682,525.2568572,729.5329895,728.5427856,730.4121704,10,5,5,1,151805.566,135368.3013,135598.7235,140320.31,133292.5365,133168.8568,139610.68,106801.9875,148994.813,117221.2918,[187][M]-,,139
FT1373,526.2577837,526.2571086,526.2601079,729.7053833,729.0289917,730.0358887,4,3,1,1,38489.62065,33647.10672,30772.76205,35524.43092,34717.78844,34605.74333,35035.40178,21300.79581,36440.295,23032.62547,[187][M+1]-,,139
FT1532,611.2920099,611.2905464,611.2938213,729.9570007,729.5570068,730.5401001,4,1,3,1,233129.1073,216912.4886,133888.9974,100415.9004,174011.8874,150078.4045,170721.5786,94127.57852,224881.8386,170905.7415,,,623
FT1097,409.207609,409.2064925,409.2088474,730.7780457,722.9385376,731.0504761,6,2,3,1,9740.033333,15734.14082,16589.58918,9863.8215,13629.43457,8134.015313,14168.90765,9173.637807,16259.17297,10946.3517,,,622
FT1478,583.2962976,583.2952933,583.2987556,734.0596924,732.5568848,734.1270752,9,4,5,1,154874.36,45604.81143,44983.2171,52304.59408,132308.2203,129393.9913,46124.951,86786.80303,47667.04876,43181.16143,,,234
FT460,244.1340538,244.1332816,244.1644445,735.0916748,734.589,736.5889282,9,3,5,1,4595.172273,5343.5375,4541.9016,4671.104167,4461.396,4875.345818,4644.093545,3495.491944,4904.151,1438.346616,,,675
FT455,243.1599861,243.1594378,243.1609698,736.1173333,735.7319946,736.6216431,10,5,5,1,40867.6443,34736.67747,36284.32526,35482.14663,33652.19,33309.40621,35304.47747,29445.152,37406.0214,30326.87179,,[M-H-C3H2O3]- 330.179,211
FT819,330.1792891,330.1782298,330.1799538,736.6216431,736.5889282,737.1312866,7,3,4,1,5514.6,5026.77,5010.412,4910.184231,3702.138695,4564.061182,4789.107,2253.053687,4495.8676,3154.485042,[95][M+1]-,,211
FT812,329.1754606,329.1747254,329.1768293,736.627533,736.2312622,737.1220093,10,5,5,1,30875.8968,27184.47353,27174.04526,27619.30435,26919.53,26011.2324,27311.181,22690.23894,27564.1905,24982.17035,[95][M]-,[M-H]- 330.179,211
FT662,299.1861982,299.1853583,299.1872677,737.1266479,736.7365723,737.6209717,10,5,5,1,13107.78477,10500.10289,9849.452,10768.9536,11033.17886,10266.615,10264.57229,8125.043353,10605.31289,8950.746235,,,676
FT1295,483.2436248,483.2430015,483.2458572,737.6361084,733.7232056,741.152,9,2,4,1,18753.75529,8056.197188,7583.593733,15985.75588,10037.73155,15633.19956,16365.71845,4494.400909,16329.45647,9161.67014,,,641
FT348,213.1494277,213.1490285,213.1503549,739.6536255,739.2409058,740.1611328,10,5,5,1,34475.05152,32692.73304,31381.44,29620.7237,29513.29971,28265.58374,30580.19167,26557.99593,29617.79404,27436.41025,,,163
FT1511,599.2912159,599.2904327,599.2939029,739.9342041,739.6330566,740.4432983,10,5,5,1,117547.5924,106774.1543,99896.98514,104226.928,202568.5095,98564.7718,100790.2763,84155.0541,107183.0939,87129.90615,,,163
FT1342,509.2591465,509.2586299,509.2594563,740.1369629,739.6583252,740.2432251,3,3,0,1,8351.101841,47556.03611,56861.07662,55030.62812,60939.17399,52984.09004,67266.45042,40577.33077,60574.78162,17455.81905,,,163
FT500,255.1203583,255.1194887,255.121552,742.6768799,741.739563,743.2102051,10,5,5,1,7838.64,9679.575111,11206.92789,10816.33917,8989.794412,8749.549059,10336.4565,9617.697059,11223.71412,6946.914,,[M+Cl+NaCOOH]- 152.164 [M-H+NaCOOH]- 188.141,127
FT265,187.1337347,187.1335271,187.1344552,742.6846924,742.2404785,742.9505005,10,5,5,1,52367.52,61730.5353,76360.09425,71702.766,57561.0432,52315.12,59650.20174,69245.48767,76292.8045,54156.219,[19][M]-,[M+Cl]- 152.164 [M-H]- 188.141,127
FT271,188.1372114,188.1367935,188.1378896,742.6943054,742.2404785,743.2102051,10,5,5,1,5272.940308,6126.628833,7916.090933,6917.028462,5307.179083,4703.685417,5660.542083,6202.718154,7893.573429,5182.330786,[19][M+1]-,,127
FT374,221.1178425,221.1176284,221.1188124,743.18573,742.741394,743.713501,10,5,5,1,9749.384714,9557.338933,9289.195125,10134.65471,9361.044,9233.047563,9683.828,8836.802533,9237.525882,7877.744,,,127
FT1041,391.1602614,391.1597433,391.16206,743.6699514,743.1774292,744.2208252,10,5,5,1,14665.63175,13646.74095,13029.7215,12666.8796,13092.90433,12723.69285,12403.9248,9867.195,12734.585,11098.737,,,127
FT1154,435.2226037,435.2223037,435.2245637,744.0643464,743.6813965,744.2459717,6,4,2,1,18565.59012,30398.55,31254.37748,32030.91613,27988.23456,26671.23599,29301.14504,22079.43092,29825.55327,26793.2,,,285
FT1135,433.2076543,433.2066664,433.2093758,747.7300415,747.2498779,748.4716797,9,4,5,1,22479.41708,22441.23389,20122.0873,22740.88886,25149.89916,25098.5,26177.8513,20640.10826,35932.70604,25987.20349,,,195
FT1626,673.3278441,673.3271207,673.3311857,747.7383118,747.2207642,748.235,10,5,5,1,81879.35894,70541.22388,71578.05,154914.202,73766.24303,73530.86888,72129.21356,57929.4534,76929.30176,62201.58856,,,195
FT547,268.1551889,268.1547752,268.1562908,754.3284302,753.7979736,754.842041,10,5,5,1,8586.716444,10601.90188,9195.133235,9019.764235,10761.28778,9195.384,9546.015,8386.05775,9415.007667,8939.907222,,,694
FT1341,509.2598448,509.2591098,509.2606186,754.8198853,754.3245239,754.842041,4,1,3,1,25177.85601,44312.54924,44984.853,47372.05959,45557.20556,44628.37955,45018.86238,34566.30607,45618.05807,26252.39691,,,259
FT1724,747.3646461,747.3635327,747.3671366,755.2896729,754.3245239,755.4996948,9,4,5,1,41617.19953,78014.80465,36031.91945,41381.3277,36761.48438,36630.76203,35211.55342,28956.64803,42362.96515,70194.624,,,259
FT718,313.1441294,313.1435947,313.1452902,755.3355713,754.800354,755.8590088,11,5,5,1,13825.42625,12140.51163,12031.00624,12352.3,12244.176,11538.8975,12862.42669,4472.897,12012.60656,10371.9635,,,259
FT609,287.1849628,287.1842183,287.1875464,758.5096436,747.9711914,758.8912354,13,5,5,1,44593.52,56470.96714,54258.00405,52649.19945,55204.81919,45857.94063,53569.08364,45484.53543,56224.18523,45552.5968,[55][M+1]-,,50
FT1470,573.3687409,573.3679798,573.370606,758.5096436,758.325,758.8912354,9,5,4,1,1831.32999,5124.213,4651.2865,4021.059778,4496.094556,3302.24625,4218.439333,3910.453333,4568.2035,3435.706667,,[2M-H]- 287.188,50
FT160,158.0610569,158.0608821,158.0613338,758.6660767,758.3305054,758.8912354,10,5,5,1,95016.9177,127298.78,126386.7477,120946.276,125253.5123,108632.2408,121293.6637,115784.6827,120959.1974,114469.5977,,,50
FT605,286.1811915,286.1808321,286.1818397,758.6660767,758.3305054,758.8912354,10,5,5,1,187050.9513,256711.9814,240569.9446,237943.776,252761.6625,215802.2484,239275.329,202439.5349,246798.625,208521.0815,[55][M]-,[M-H]- 287.188,50
FT928,354.1682951,354.1679347,354.1692781,758.8257549,758.3505859,758.8912354,10,5,5,1,7664.028786,11650.90033,10203.23443,10341.7132,11007.849,9555.0942,10980.844,8905.854533,11063.8785,8600.4385,,[M-H+NaCOOH]- 287.188,50
FT616,288.1872184,288.1870858,288.1882914,758.829,758.3643799,758.8912354,7,3,4,1,2978.65021,5110.689818,4894.046667,4796.858273,5106.159692,4034.862,4693.613125,4630.053178,5066.450583,4272.217636,[55][M+2]-,,50
FT1152,435.2235057,435.222618,435.223918,760.344,759.8250122,760.913208,7,2,5,1,23654.27394,19911.94258,19735.37572,18801.43275,21316.56776,19124.36823,18810.03117,17643.61871,21437.11485,18449.05055,,,307
FT504,256.1342441,256.1337663,256.134661,761.6844177,761.3607178,761.9250488,10,5,5,1,89007.28814,90292.55257,96161.23667,80850.13486,84936.04448,104580.5242,84403.431,81280.01886,86956.06876,73912.39218,,,101
FT1480,583.2960649,583.2954838,583.2971059,761.7266541,760.8756714,762.4241333,8,4,4,1,29350.0886,36936.0304,37770.0232,34056.695,33033.90322,30316.6098,38877.63103,25936.23425,39648.47813,30625.00552,,,101
FT495,253.1444694,253.1439593,253.1449354,762.9261475,762.3460083,763.4363403,10,5,5,1,15159.6776,11641.40862,12783.18326,12689.22139,11536.38706,12343.17265,12265.95562,8894.5896,12122.42824,10070.62333,,,569
FT341,209.1545526,209.0945525,209.1549702,763.0299072,754.3023071,763.4363403,11,5,5,1,9299.866667,7193.188,7666.422357,7682.5764,7179.128,6691.443,7601.49,6082.252,7659.408214,6483.055,,,328
FT424,238.0508151,238.0504231,238.0513982,763.8981272,763.3562622,764.451355,8,4,4,1,4779.295455,4291.20381,6294.488583,4629.229846,4640.462909,3854.483988,4459.29125,5238.8715,4670.24,5050.375385,,,710
FT899,345.1703367,345.1697188,345.1716416,765.9395752,765.3701172,766.4780884,10,5,5,1,43041.5767,38547.9939,37585.5137,38825.8014,37483.30575,37468.74855,38141.15629,31242.5172,39727.357,34013.5221,[114][M]-,,173
FT903,346.1736496,346.1729999,346.1750006,765.9454041,765.3701172,766.4780884,10,5,5,1,8010.896923,7566.836,7014.99,7039.117538,7108.811077,6819.557692,7116.939714,5811.54,7503.226615,6302.565923,[114][M+1]-,,173
FT1136,433.207097,433.2066068,433.2084975,767.953186,767.4379883,768.4942627,9,4,5,1,21475.8677,19921.6678,14931.96904,17951.37565,16716.35556,15239.65486,15974.21669,12790.62195,16405.256,14157.62946,,,692
FT887,341.1598532,341.1593179,341.1612416,769.9747314,769.4191284,770.5219116,10,5,5,1,8916.0925,8392.796,7537.427857,7762.629143,7720.313143,7416.586667,7300.580538,6559.534929,7215.945,6711.894214,,[M+Cl]- 306.19 [M-H]- 342.167,691
FT1025,387.1652665,387.1647718,387.166563,769.9754028,769.965,770.5219116,8,3,5,1,7449.812533,6267.817143,6618.801765,5899.539286,6336.483429,6344.383643,6533.603267,4736.532774,6209.515714,4800.063236,,[M+Cl+HCOOH]- 306.19 [M-H+HCOOH]- 342.167,691
FT1339,509.2592551,509.2585143,509.2607995,770.9830984,769.9259033,771.5279541,10,5,5,1,78446.93125,31021.73538,29308.87544,29928.86512,69191.45709,28747.15272,65218.69222,56453.03135,74019.36239,60554.25436,,,258
FT391,227.164877,227.1644676,227.1656089,771.2662756,770.4308472,771.5279541,10,5,5,1,15162.27581,13573.17818,13563.1235,12473.89214,13373.67008,12645.74415,13515.96177,10203.79684,13059.27304,12206.51657,,,258
FT508,257.138754,257.1376566,257.1761658,772.0023193,761.3807373,782.6132202,30,5,5,1,6721.100375,5703.845,6571.455882,9130.331438,10523.35565,6366.129,5288.602929,4108.84,5629.135615,4573.669727,,,258
FT1148,435.2227294,435.2218031,435.2241549,774.0305786,773.4750977,779.582,11,5,5,1,22971.92076,20144.74165,15797.20764,16932.82368,14550.501,19006.47029,38115.45161,14987.94503,19931.22229,35042.59007,,,693
FT986,375.1652999,375.164774,375.1667404,778.5687256,777.5299683,778.5819702,8,4,4,1,6222.219143,5614.305154,5302.634833,3830.93042,5204.716,5237.77025,5324.932462,4470.95375,5286.519583,2837.556558,,,358
FT1110,419.2283319,419.2271702,419.2287519,778.5716304,778.0647583,778.5971069,4,1,3,1,9271.792564,7758.699421,6184.600166,8092.739455,7693.9875,5424.361565,8268.656636,5785.125427,6572.784233,6500.738991,,,711
FT671,302.1758742,302.1750928,302.1767105,780.8493042,780.5908813,781.1116333,10,5,5,1,70350.71819,72459.62023,82592.99229,67982.42229,70187.07429,86447.86895,66153.00343,65925.822,71486.85738,59187.50536,[65][M]-,,121
FT214,174.0558225,174.0553798,174.0563612,781.0958186,780.5908813,781.1116333,10,5,5,1,8094.427786,8898.0544,10959.192,8244.125,8617.07,9976.644,8522.332867,9082.016125,8726.4,7891.165714,,,121
FT672,303.1792463,303.1785093,303.1800273,781.0958186,780.5908813,781.1116333,10,5,5,1,16151.28686,15652.94086,16850.79189,15419.165,15121.36286,18630.82362,14995.73158,13666.48133,15078.795,11927.15967,[65][M+1]-,,121
FT463,246.1496948,246.1489222,246.1502897,781.1011897,775.4969482,781.6147461,10,5,5,1,5881.176,12503.98825,6689.23,7237.141214,8146.919733,5539.6475,12524.55013,4017.769556,6183.276,4985.020727,,,600
FT623,290.1394135,290.1387217,290.1401162,781.1011897,775.4969482,781.6147461,10,5,5,1,22394.65305,40237.13684,24705.3015,24817.59589,27639.05305,19464.08174,40430.43053,15732.09589,22253.835,17045.60844,,,121
FT434,240.1392977,240.1387705,240.1400097,783.1209106,783.1119995,783.6309814,10,5,5,1,291474.288,399098.4012,366600.0393,357823.0393,379212.4336,324673.272,374073.3192,307338.2349,363093.421,333002.6042,[34][M]-,,31
FT440,241.1428933,241.1419505,241.145068,783.122,782.6278687,791.702,15,5,5,1,48725.12988,83653.173,61308.74694,59979.68988,64516.95067,54655.776,74652.85773,53943.55029,62498.58918,75501.02325,[34][M+1]-,,31
FT727,314.1967981,314.1959268,314.1979135,784.3838806,783.6239624,784.6407471,10,5,5,1,15581.33638,11814.06316,13444.67114,12753.15783,13355.74557,11639.28642,12778.985,9643.032941,13124.44485,11995.9983,,,301
FT1293,483.3009945,483.2996662,483.3022443,785.1461577,785.1402588,785.6533813,10,5,5,1,6323.922,10416.77945,9164.543182,8550.290273,9814.484333,7458.517091,9739.613333,8140.745455,8961.801333,8405.636364,,,282
FT459,244.1611642,244.1606027,244.1618484,786.6593018,786.651123,787.1643066,10,5,5,1,51556.09421,67115.53784,63893.126,62212.78279,64768.2162,53688.9354,62497.22684,51376.05,63003.21163,55065.06047,[38][M+2]-,,1
FT1297,485.3169094,485.3157664,485.3185025,786.6593018,786.651123,787.1643066,10,5,5,1,123713.6996,183486.9553,163697.2572,165256.0268,184376.4243,140172.3974,172797.6671,137131.0581,169778.2578,147830.4493,[178][M]-,[2M-H]- 243.162,1
FT1300,486.3200272,486.3188323,486.3216613,786.6593018,786.651123,787.1643066,10,5,5,1,42296.14941,62540.05459,55763.94375,53984.25882,62227.71176,47984.27876,59157.58588,45539.124,57910.06941,49969.05471,[178][M+1]-,,1
FT575,278.1313913,278.1307441,278.1321294,786.6604614,786.651123,787.1692505,10,5,5,1,36950.47042,48427.3792,44640.332,46241.5189,48346.70905,41213.76568,46669.32514,40245.56865,45820.83932,42096.00681,[51][M]-,[M+Cl]- 243.162,1
FT1302,487.3230892,487.3215194,487.3246089,786.6604614,786.651123,787.1692505,10,5,5,1,6611.422545,10733.89477,9045.3525,8625.905,9689.562909,7135.4486,9307.016,7579.785583,9420.8915,8058.746583,[178][M+2]-,,1
FT582,280.1284824,280.1280117,280.1293034,786.9103699,786.651123,787.6646118,10,5,5,1,10802.60133,14943.47411,13445.432,13555.56667,15071.72467,12092.7328,14417.452,11440.775,13721.77994,12569.557,[51][M+2]-,,1
FT456,243.1583622,243.1577896,243.1592701,787.1604614,772.0605469,787.1702881,11,5,5,1,588920.4094,769947.0814,717563.8637,730550.0343,751151.3731,619107.7954,736985.1729,612452.7112,734903.065,659645.454,[38][M+1]-,,1
FT450,242.1549831,242.1544647,242.155645,787.1618347,786.651123,787.1702881,10,5,5,1,3325631.455,4285347.248,4015856.652,4066817.239,4228386.602,3461323.584,4117260.246,3450876.667,4088663.617,3703611.83,[38][M]-,[M-H]- 243.162,1
FT578,279.1346088,279.1341121,279.1353076,787.162384,786.651123,787.6646118,10,5,5,1,5702.8265,7233.902867,6545.93875,7267.589286,7908.451,6220.485,7213.328571,5408.55,6851.088462,5934.731538,[51][M+1]-,,1
FT698,310.1420748,310.1413024,310.1430612,787.1637573,786.651123,787.1702881,10,5,5,1,16384.09942,21908.29755,20280.30821,21101.33257,21773.444,17638.98383,21170.4539,17232.39579,20867.28857,17486.7025,,[M-H+NaCOOH]- 243.162,1
FT159,158.0594693,158.0591032,158.0598749,787.1691252,787.1582642,787.6739502,10,5,5,1,7824.5265,9951.383842,8853.785778,8379.901765,9346.876227,8098.018824,8819.239722,7370.784,8261.102294,8045.877412,,,1
FT148,157.0530955,157.0527374,157.0535359,787.6681519,779.0908203,787.675293,11,5,5,1,42699.90368,50758.95683,50646.5686,47239.58215,50177.11154,45685.1616,49681.72444,46682.65957,46291.668,45999.81348,,,1
FT1324,501.31237,501.3109587,501.3132562,789.1864929,789.180603,789.6950073,10,5,5,1,107399.191,139288.0181,135961.7742,123316.96,136468.3974,125450.7389,130320.2611,112298.9983,125956.1033,109440.4783,[182][M]-,,7
FT1325,502.3153392,502.3138863,502.3163727,789.1864929,789.180603,789.6950073,10,5,5,1,37307.84689,46506.91928,44787.65789,40948.34756,46175.03084,42765.78289,43455.88295,37629.10279,42725.122,35966.584,[182][M+1]-,,377
FT1328,503.3186429,503.3168513,503.3195566,789.1890869,789.180603,789.6950073,10,5,5,1,6008.857917,8011.085538,6977.91525,6096.447273,7427.310692,6725.376,6678.668182,5869.615,6578,5836.1895,[182][M+2]-,,376
FT951,361.2229466,361.2220805,361.2237564,789.6901855,789.1868896,790.1785889,10,5,5,1,9546.757333,10165.034,10191.14206,10171.882,11024.69776,7952.616,9605.045333,7904.6974,10489.38,9227.914667,,,7
FT254,184.0766683,184.0762071,184.0769752,789.9401245,789.6864624,790.1972046,10,5,5,1,8980.268882,8728.5,9505.058824,7815.337125,8432.787933,8898.961667,8452.381235,8212.3035,7761.534,6563.044615,,,7
FT344,212.1079031,212.1073129,212.1082039,790.1909309,789.6904907,790.211731,8,3,5,1,5647.772308,4797.085091,5626.601154,4478.845,4169.335909,5710.426143,5339.624786,3971.189688,5060.148167,4193.444298,,[M-H-CH2]- 227.131 [M-H-C6H10O4]- 359.164,7
FT110,144.0454765,144.0451147,144.0457002,790.1912056,789.6864624,790.211731,10,5,5,1,91872.11178,96290.788,100286.67,87858.47891,88599.37057,101704.8079,92970.01943,90622.43733,86169.85855,84701.40696,[6][M]-,,7
FT198,170.0611458,170.0608011,170.0614037,790.1912056,789.6864624,790.211731,10,5,5,1,233908.2268,239034.3007,252555.226,214026.0483,233871.0387,258705.8897,229816.03,222153.75,218895.4526,207555.8138,[14][M]-,[M-H-C4H8]- 227.131,7
FT204,171.0644499,171.0640664,171.0647384,790.1912056,789.6864624,790.211731,10,5,5,1,28066.85455,30236.23295,30825.33041,26667.98238,28018.263,31017.792,27457.052,26433.25091,26128.89881,25626.44318,[14][M+1]-,,7
FT114,145.0490281,145.0487245,145.0494438,790.1916023,789.6864624,790.6949463,10,5,5,1,9815.110111,11439.894,11171.8311,10253.13283,10090.73524,11503.71095,10345.02979,9604.630588,10887.1597,8471.6445,[6][M+1]-,,7
FT527,260.1560449,260.1555138,260.1564296,790.1916023,789.6852417,790.6949463,10,5,5,1,37276.17829,38955.04686,39397.16571,34121.3931,35639.79029,41791.16591,36480.77871,32081.13405,34853.54167,31017.7099,[42][M+2]-,,7
FT387,226.1234247,226.1229692,226.1240154,790.1958618,790.1785889,790.697876,9,4,5,1,6342.454133,6136.955538,6520.995769,5139.223357,5715.085,5973.588714,4939.973455,4875.08,5069.765333,4913.735853,,[M-H]- 227.131 [M-H-C5H8O4]- 359.164,7
FT522,259.1534328,259.1527906,259.1538704,790.1965332,789.6904907,790.6949463,10,5,5,1,373491.1156,390621.0259,398491.251,353256.2483,364935.6545,417515.2207,368022.6538,335416.5847,357219.9467,316324.4585,[42][M+1]-,,7
FT167,159.0324571,159.0321806,159.0327735,790.1974792,790.1848755,790.6949463,10,5,5,1,22915.15253,22283.52158,25280.65714,20983.90758,21705.79035,25362.6417,22532.31986,21615.56925,20731.06817,20389.37625,,,7
FT790,326.1373776,326.1364083,326.1379096,790.1974792,790.1848755,790.6949463,10,5,5,1,76225.21364,83740.09729,83542.20264,73768.29857,77373.73182,89136.30073,76194.21455,70768.06096,75337.7655,66007.65818,[88][M]-,[M-H+NaCOOH]- 259.157,7
FT1063,394.1245426,394.12343,394.1256165,790.1974792,790.1848755,790.6949463,10,5,5,1,11788.433,13508.61167,13224.37158,12126.16139,12930.43233,13803.74621,12379.13365,11531.192,12329.20767,10419.3,,[M+Cl]- 359.164,7
FT512,258.1499694,258.1494688,258.1505423,790.1977539,789.6904907,790.6949463,11,5,5,1,2134453.958,2199798.954,2227948.36,1979644.487,2063989.148,2345348.833,2067334.653,1881470.711,2016553.087,1779060.798,[42][M]-,[M-H]- 259.157,7
FT800,327.1406209,327.1395463,327.1412322,790.1991882,790.1848755,790.697876,10,5,5,1,13830.93328,15270.574,15695.15316,13531.05353,14419.84117,15733.275,14812.6245,12609.04105,14343.44779,11529.33971,[88][M+1]-,,7
FT1354,518.3105807,518.309043,518.3114104,790.4405518,790.1848755,790.7158203,10,5,5,1,133305.8383,133644.7122,141766.72,110525.4717,120204.3417,163733.0112,120022.9711,116715.8956,115280.4707,98354.19063,[185][M+1]-,,7
FT1026,388.1075569,388.1062941,388.1084181,790.6844788,790.1947021,790.7158203,8,3,5,1,6687.698857,6229.606286,6236.002231,5875.789846,6281.19,7496.87,6602.615571,3897.910897,5992.555538,5640.777917,,,7
