mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,AR351_A,AR351_B,AR351_C,Cipro_A,Cipro_B,Cipro_C,Coumermycin_A,Coumermycin_B,Coumermycin_C,CN-DM-861_A,CN-DM-861_B,CN-DM-861_C,Levo_A,Levo_B,Levo_C,Lome_A,Lome_B,Lome_C,Novo_A,Novo_B,Novo_C,untreated_A,untreated_B,untreated_C,isotopes,iso_anno,adduct,pcgroup
73.5316067,73.53144597,73.53164681,63.52506256,63.29217529,64.052742,21,4334.087875,7605.857457,4833.037778,5395.250979,7098.655801,7473.456202,2938.500162,1962.625221,4534.934162,7708.120017,8623.620608,10973.7926,5602.564229,8300.97167,8109.704684,3970.256346,5722.890207,7168.103808,4165.394785,1665.43326,4826.188147,6427.53009,9369.74524,10333.34513,,0,,40
79.02100454,79.02090547,79.02106511,86.42102051,85.99799347,86.67062378,23,37789.48412,61768.4832,43539.3601,35211.2066,45152.80612,51764.05904,25918.69145,10992.61204,31286.85905,76780.9854,77470.22419,72305.88344,39300.35028,55290.34771,41274.33723,24595.61163,38178.4752,39151.21938,35946.01166,15374.79288,28704.25094,51483.38811,72103.86887,86187.15334,,0,[M+2H]2+ 156.026,32
80.94752487,80.94741568,80.94760459,69.6562233,69.28070068,70.15803528,24,26898.55763,33222.81992,34493.24588,24378.7834,26940.44086,23305.04954,18129.66956,17671.92362,15339.87705,16168.63153,20581.4031,25767.46236,19694.00342,30481.10361,29850.65962,21618.4147,16829.89937,30592.93942,15893.39189,16229.85151,11969.11354,18157.90949,21876.55079,31241.31641,,0,[M+Na]+ 57.9555,85
81.01663741,81.0165886,81.01665993,86.51439667,86.17964172,86.75440979,4,2554.272901,4867.9648,3098.763078,2263.092234,3330.925231,4089.055032,1629.888567,178.399914,2116.810183,6026.363907,6635.38497,5974.856637,2791.920075,4130.344985,3237.084031,1076.804282,2717.939422,2766.603914,2465.987909,320.9799006,1968.858051,3874.041088,5447.48235,7122.458134,,0,[M+3Na-H]2+ 94.0713,32
82.94453226,82.94441386,82.944572,69.69639206,69.28070068,70.15803528,24,13454.21473,16739.48451,14975.85425,12297.79969,13001.73158,11146.89566,8982.220452,7593.30074,7200.423215,8325.701747,9505.996022,11830.06098,10112.90044,15012.83484,14231.09567,11510.43738,8748.146935,13729.93455,8057.340295,7661.051495,5399.540502,8508.319056,12182.21807,14142.73714,,0,[M+Na]+ 59.9574,85
84.9593298,84.95931169,84.95936683,63.261,63.03833771,63.55893707,7,11209.47539,13136.64832,10100.59844,14043.8631,11971.9513,16264.31267,12741.68657,12896.63692,11209.46021,12445.62965,10292.89887,11623.88891,18033.74523,13559.44586,15787.56212,12065.22307,14781.44189,15464.27013,11021.05911,12635.1142,12384.74529,13433.06679,12918.28375,12887.00505,,0,[M+K]+ 45.996,40
86.09616105,86.09614746,86.09620286,119.2920792,116.2128601,122.3930969,8,67751.75145,70315.38826,55381.67751,22863.21821,36913.71065,19913.26046,17928.98238,9712.478348,14461.80551,40971.98902,37666.73887,107457.0826,26766.19711,61160.37598,43294.91212,27743.99936,28731.59056,40068.33049,38682.06553,22624.60167,32046.83717,66615.96864,84359.33513,99528.81822,,0,,110
87.04374436,87.04366988,87.04381296,73.25827026,72.91890717,73.6280899,8,3847.359736,4390.084597,2881.956614,2936.52707,6015.877866,2799.287286,601.9303808,754.2211599,343.4828276,5604.787234,4450.533518,6426.785565,2626.124813,7502.955194,4435.681592,2647.535794,2464.755294,4508.930086,3116.266227,2257.609716,3543.427066,3510.375412,8717.618655,6599.199933,,0,,39
89.10709226,89.10700688,89.10713878,64.80929184,64.16382599,65.55450439,24,22869.83275,32763.0522,23559.12487,25145.36854,33408.92141,23349.14154,5097.168347,4862.583609,7779.387673,23883.51442,25648.4005,36674.36085,18055.02547,38870.89314,33921.23564,23811.46506,20478.55623,35813.74127,15038.93661,7631.875795,14087.31081,18861.79717,34813.14618,32799.68609,,0,,105
90.97652462,90.97645214,90.97657391,67.34099197,66.93409729,67.8574295,24,59195.54908,62524.75088,63347.1707,60106.38235,60032.78396,68936.2983,69172.59713,67658.34004,62913.51578,56609.99144,53914.68081,49401.61462,66815.3879,62417.67825,73877.45559,68420.65732,68276.54655,74271.99604,62092.05588,72303.03454,65820.10298,63172.3214,60416.67667,61560.04474,,0,[M+2Na]2+ 135.975 [M+H-HCOOH]+ 135.975,19
95.08524934,95.08517547,95.08531512,946.8000488,946.3771973,947.0479126,23,9324.215107,9698.266177,7985.91633,7129.37809,7465.17585,8718.057848,11773.96103,9526.923514,9410.224164,7856.126377,6321.168991,4903.640615,6419.834909,7046.965325,6632.304612,5856.963116,7494.924078,5967.518537,6712.262147,9695.718053,6917.866856,5558.917139,7039.116133,5035.798425,,0,[M+H-CH4]+ 110.11,4
96.9214549,96.92132789,96.92152397,69.6362915,69.28070068,70.15803528,24,18092.9394,23217.74812,17751.15938,13932.26863,22498.08654,17487.97725,6185.5806,5501.574207,6086.247828,17122.92216,21714.31376,30948.18449,19613.48527,31585.86327,23147.16089,17931.0592,14926.4746,21241.42218,13218.93465,8013.317971,10301.96944,22206.83785,31821.78995,34421.76751,,0,[M+K]+ 57.9555,85
98.91868178,98.9186307,98.918762,69.67752075,69.28070068,70.18248749,21,7057.192695,8142.877843,6337.246457,5153.053745,8801.892538,6707.289663,2198.809216,1955.702849,2353.807663,6024.423923,8056.041582,12171.19083,7171.577997,12146.51466,8469.894311,6525.303525,5827.168507,8020.966464,4807.141772,3091.576761,4227.536222,8428.605387,11466.29157,12326.21807,,0,[3M+H+Na]2+ 57.9555 [M+K]+ 59.9574 [M+Na]+ 75.9283,85
98.983825,98.98376458,98.98393009,921.6834106,921.6381226,922.9226074,23,5743.990094,6553.910645,6306.011828,4923.506087,7963.490644,7661.277823,5764.341248,6165.143496,5567.792226,6710.853557,8379.540695,6577.968606,8109.822318,9546.019683,9702.995185,7533.613868,8451.133267,9592.659676,5364.240182,8771.87555,8722.767278,4931.988616,6009.401881,6942.793032,,0,,27
98.98398415,98.98395235,98.98401339,73.32208252,73.17954254,73.55940247,4,55253.68081,66928.68104,59219.69315,54633.15176,83070.40749,80606.46939,73623.69559,75509.45008,67635.50968,63612.24206,77636.89707,79523.79952,77432.4497,81199.72612,69662.59328,73816.45543,85393.77004,71582.59932,93828.90879,89102.23478,109211.4922,92610.47807,104104.9131,76104.25592,,0,,39
101.0030581,101.002985,101.0031233,86.4972229,86.139,86.86529541,24,130906.3364,190707.6786,155462.0014,121720.2282,165096.7508,177178.9982,117924.2018,64445.79642,130274.1911,216464.7225,216824.6871,200264.1235,140791.3518,176546.232,154066.2099,98551.92211,139993.4247,151520.2276,134795.5403,79732.81413,123677.4947,168774.0535,185085.4409,224402.1312,,0,[M+2Na]2+ 156.026,32
103.0539783,103.0538614,103.0540013,210.8558212,209.5172729,212.5812225,6,9495.765663,10824.42722,6905.120815,2189.745115,5179.73466,195.9344428,57.93094385,64.07727534,55.92223016,9670.614262,8694.629993,16379.86006,3264.599944,9761.462287,5923.4357,3784.83799,2594.351662,5507.147417,1920.620464,96.49564439,189.318677,9210.855922,10256.84898,14076.25178,,0,[M+H-NH3]+ 119.073,44
104.0703853,104.0703036,104.0704409,73.42969894,73.01487732,73.99111938,24,29193.23224,31672.89046,22101.42775,22820.14417,41050.99188,22961.28443,11643.21771,9910.737164,9781.324929,38370.02954,35954.26021,47267.9255,18900.79658,54307.463,34237.60228,23116.68908,23907.5787,33785.15139,27812.22131,19450.00824,29222.62875,26558.36818,54196.75847,45229.0982,,0,[M+H-CO2]+ 147.056,39
105.0331703,105.0331422,105.0332475,856.1628418,855.8968506,856.66,11,4685.09525,4849.666331,4634.489394,4259.415268,4603.190584,4691.34332,4616.469759,4355.515841,4254.89654,4413.26226,3961.826673,3923.484427,5473.177986,4965.261516,5309.855218,4866.022319,5520.616562,4675.676627,4487.72355,5343.027009,4995.162595,4605.51034,5278.499892,4712.993921,,0,,154
106.9502444,106.9501425,106.9503524,67.73464966,67.43692017,68.36811829,21,3056.034401,3414.641185,2695.419859,2718.812733,4405.039017,3969.705599,2402.566134,2528.518807,2342.648801,5211.688011,4405.567038,4477.276034,5584.793504,5229.782963,4455.433287,5045.165869,6100.003159,4475.701574,4890.148678,4077.322328,5630.231793,6803.583691,6631.972958,5038.134349,,0,[M+2K]2+ 135.975,19
109.1008923,109.1007988,109.1010016,946.809967,946.562,947.0479126,24,10361.7946,10934.40298,8807.068654,8274.759217,8443.739871,9250.466878,11748.06437,10722.46377,10645.27118,8623.19271,6941.537128,5765.637034,7123.648287,6989.174254,6674.870117,6003.666858,8328.918994,6896.206008,7119.925153,9977.852856,8018.662765,5747.525591,6970.918986,5452.616423,,0,,4
110.0085418,110.0084959,110.008584,63.49977112,63.02974701,64.052742,15,53336.08977,103513.202,52734.79778,72385.51003,85660.91064,86475.10652,34512.64927,22747.17238,55041.61973,92041.46648,100918.2375,135638.6039,69082.20068,103120.9372,89402.41172,47852.82696,65413.36939,84443.56462,54072.60217,25269.69544,55091.87749,72653.78936,115600.2003,121736.6228,,0,[M+K]+ 71.044 [M+Na]+ 87.0192 [M+H]+ 109.001 [M+H-HCOOH]+ 155.007,40
111.0096065,111.0094873,111.0096424,63.56156731,63.29217529,64.27266693,22,6897.906179,12691.9169,6849.446457,8389.767832,11399.83601,10590.66637,4696.570385,2682.206496,7260.798556,12362.5345,13074.41093,17781.81405,8605.076634,15074.73911,10693.2474,6516.222344,9036.222234,11479.60343,7830.792305,2952.296341,7155.991358,9496.544389,16085.55524,16217.57411,,0,[M+H]+ 110.005,40
111.1165321,111.1164587,111.1166011,946.6679077,946.1307373,946.8153687,19,7556.461684,8847.229956,6491.682853,6864.409681,6336.649989,6752.412206,9300.015376,7999.188311,7938.317382,6435.527824,5160.568549,3895.077149,5662.025418,4952.817834,5096.579983,4485.326877,6391.824259,4613.48031,5494.927847,7528.392025,5753.111535,4192.608494,5348.659623,3731.175417,,0,[M+H]+ 110.11 [M+2H]2+ 220.221,4
112.0059325,112.0058844,112.0060033,63.53174591,63.02974701,64.052742,22,6634.532726,12239.89516,7065.930468,8117.5996,10501.24476,10951.70142,4323.00762,2999.320397,7094.90272,11869.54779,13403.70849,17125.5543,8494.665771,13753.7026,11292.73245,5982.126717,8575.018492,11930.27793,7227.580546,3242.936221,6684.199937,9047.441689,15344.37927,15457.82914,,0,,40
112.8953627,112.895124,112.895462,69.4250412,69.02120209,70.00068665,21,8052.460363,10750.41464,7262.962051,5030.705156,13656.39012,9342.940044,1669.031949,1237.089036,1616.763205,11912.07113,16773.1557,29652.85363,12811.58214,28176.51376,12099.34956,11445.27714,10101.82755,12750.42015,8992.370231,2744.157152,5801.857628,19576.65854,37341.73755,26956.93312,,0,,85
113.034194,113.034117,113.0342679,86.12379837,85.73448181,86.33570862,6,7338.23934,6774.031019,3748.864111,2973.669211,6025.733978,2002.422987,1346.168129,1331.747061,870.7694875,7302.285748,7781.888513,9518.185389,2960.991966,8097.041645,5393.372669,2957.086875,2123.411849,5228.942663,3475.283411,1966.125049,3195.317946,9102.525526,9114.167857,8111.199118,,0,[M+H-CO2]+ 156.026,32
114.8926781,114.8925827,114.8927904,69.41921997,69.02120209,69.92513275,20,3823.244979,5068.994894,2819.632598,2226.494047,6396.186089,4093.954583,483.7759039,336.5874289,507.1126788,5572.906675,7548.246541,12771.14349,5628.704071,12004.46673,5560.081027,4474.756441,4413.596579,4994.82187,3674.036618,1247.677854,2731.654564,8787.221737,15522.24903,12211.246,,0,[M+K]+ 75.9283 [3M+2H]2+ 75.9283,85
114.9872958,114.9871786,114.9873657,63.52,63.02974701,64.052742,21,5200.279371,9783.124486,4947.277453,6460.271768,8141.776183,7967.329181,3054.903448,2022.954903,5570.015254,9691.009164,10307.47247,12832.60727,6886.255968,10244.26174,8843.461868,4333.106894,6619.68962,8865.141984,5100.640852,2560.767656,5637.340562,7288.94961,11846.36358,11884.00757,,0,[2M+Na]+ 45.996 [M+Na+HCOOH]+ 45.996,40
115.0363262,115.0362401,115.0363624,75.58740234,75.0100708,76.03343201,21,7272.23969,8620.134821,6683.961576,5204.04892,6470.19569,5162.899125,5189.562492,4791.373171,4755.118345,5788.855118,5644.545908,6536.204347,4447.560218,6261.181837,6054.620949,4524.935686,4633.161262,6170.545489,4723.433798,5383.744796,5231.70265,5666.305533,5310.255596,5684.955548,,0,,375
116.0702862,116.0702832,116.07029,77.08719635,76.84410095,77.141,3,3984.127371,5275.988233,3536.062584,2146.061744,2787.572204,1755.599281,2023.293332,1477.112714,1350.437392,5191.343144,4538.711504,7166.989251,3701.923735,3178.55775,2930.426458,3679.294099,2960.699634,2983.341195,2870.699621,697.4051613,1500.462111,12099.22186,7440.910075,7287.258444,,0,,376
118.0860462,118.0859816,118.0861492,84.58133698,76.47344208,85.00735474,20,63945.82043,59523.37264,54633.12293,33761.5454,42878.00925,33865.22576,21602.90799,17235.86649,14240.82354,83871.6272,57509.26906,79684.81526,34789.17568,68430.71615,51640.42817,41275.04712,46175.2132,51010.55605,44524.46738,33107.554,49264.7504,79655.87439,78932.28813,81666.7211,,0,[M+H-CO2]+ 161.069,68
120.0440609,120.0439674,120.0441588,423.5671234,422.5283813,425.1088867,18,8104.100971,5619.353376,5215.818095,4857.158931,4875.620134,7670.708056,38693.85955,4580.212056,6618.108662,15679.47467,6893.697781,6007.972201,8128.344693,7367.301305,9573.024732,5044.383069,9781.753163,9507.466497,19504.55194,5559.118935,22989.38124,6561.429371,7696.518313,12780.68889,,0,,115
120.0805138,120.0803487,120.0806452,210.2527008,208.4626465,213.0895081,25,127966.3077,136825.3097,100520.226,42603.78613,75147.17451,34720.90263,17797.91516,17359.85062,13835.50071,126154.2546,124905.8913,216296.4887,54729.069,122297.3984,87587.88422,62119.99157,47747.54569,85009.55762,42563.99538,23995.82791,17121.8896,136656.8798,124884.0904,186889.0647,[1][M]+,0,[M+H]+ 119.073,44
120.9657643,120.9657078,120.9657935,73.21294403,72.7621994,73.97665405,4,6262.403963,8147.109513,6272.5411,5132.350173,9744.207778,8097.082698,6063.463856,5460.719612,5367.457029,5006.257213,7422.818201,10538.13137,7404.992732,10153.1982,7181.036199,7446.955308,7756.045958,6887.293566,8743.864402,7306.617345,8905.772361,8063.934292,12124.56088,9449.354853,,0,,311
121.0838524,121.0837618,121.083892,211.047,208.4866943,212.330719,7,9956.672079,11230.92207,7442.161079,2350.551234,5576.524611,285.6555703,50.74395154,87.98312786,48.82156186,9880.184286,9532.234352,16781.32898,2892.769768,9321.807344,6125.952889,3747.188083,2020.332264,5998.489178,1400.511425,52.61080313,499.8118228,10740.11987,9666.518232,14672.89951,[1][M+1]+,1,,44
122.9241488,122.9239756,122.9241785,68.13397195,67.95343781,68.23974609,4,559.7958986,933.4412809,648.2472446,453.662376,1140.583592,1078.051834,71.15955516,25.01851288,92.61068979,2053.377942,1739.600475,2226.965487,2036.983607,2458.178278,1112.807414,1843.611696,2126.717088,1152.438981,1772.23894,451.43982,1766.011303,3476.015707,4139.931035,2268.592978,,0,[M+3H-C4H8]3+ 421.813,35
123.1164979,123.1164218,123.1166251,946.8014832,946.3771973,947.2883301,22,9078.797289,9397.275059,7187.604152,7100.179987,7223.632025,8190.45947,10107.80176,9204.586594,9246.346942,7109.323187,6478.842404,4701.765025,6043.280134,5607.584693,5888.84968,5089.668837,6844.305153,6785.27569,6062.246955,8391.207451,7052.605198,5036.003293,6191.200299,6069.232416,,0,,4
125.132145,125.1320422,125.1322346,946.7115784,946.3771973,947.074646,20,7922.553376,7932.423747,6739.133384,5962.930583,6225.87043,7346.275324,8562.97494,7929.772002,7774.21982,6307.855747,5332.43111,3954.084704,4908.015667,4637.327805,5462.269053,4564.710798,5717.805591,4727.965311,5023.772458,6996.168339,5506.419137,4546.952322,4646.158198,4137.045072,,0,,4
128.018898,128.0187249,128.0189446,63.52506256,63.02974701,64.052742,23,8887.671999,17499.62557,9060.334269,11628.80869,13852.48943,14188.60605,5219.618234,3805.877181,9200.343291,16521.49278,18803.42434,22585.17442,12008.09815,17673.39625,15463.70853,8398.822539,11448.68817,15056.13508,9114.167188,4086.538996,9468.3063,12865.18671,20156.23169,20743.05706,,0,[M+H-CO]+ 155.007,40
132.1017841,132.101698,132.1018095,122.381276,116.972,123.9280243,14,179778.2239,214612.9082,83872.32564,37480.98966,58379.52126,31414.42842,28270.16327,29419.68307,26884.53412,102849.7471,114985.8473,157334.5337,41301.29712,96499.6607,63013.68669,46243.10419,46092.27672,74628.04488,62952.50149,41449.61101,50308.07255,188638.8323,231714.0697,144495.5227,[3][M]+,0,,59
132.9978217,132.9977941,132.998024,63.34976689,63.02974701,63.77964783,4,1803.235327,3011.941521,1740.527753,2008.98205,3059.312667,2976.187657,718.8691862,89.73606444,1976.143947,3182.377469,3608.286286,4788.237555,2063.344052,3551.880008,2841.505898,1425.693911,1938.950141,2922.540471,1453.256578,99.17482674,2051.018318,2214.799006,3596.636118,4201.193594,,0,[M+Na]+ 110.005,40
133.0314772,133.0314286,133.0315608,85.9717865,85.8381958,86.29673767,8,5802.202968,6284.593732,4677.440228,1488.338288,2999.715012,1102.003876,617.2921623,2003.801909,1404.023219,5653.596344,5619.848008,7802.833698,1409.925163,3896.988728,2389.536319,1577.261653,1614.715491,2356.952844,3145.817167,1603.660504,1617.007076,5607.396668,5330.901323,6684.622615,,0,[M+K]+ 94.0713,32
133.100786,133.1006857,133.1008405,947.0113525,946.6679077,947.0479126,6,4862.641654,5718.826083,4257.23043,3727.701125,4005.421087,4328.22676,5562.06265,4959.644118,4743.730796,3826.574059,3339.602953,2549.758249,3138.299279,3051.697861,3088.644314,2517.903985,3752.990548,2994.104947,3053.529667,4179.911714,3342.311867,2852.087287,3068.949764,2301.349113,,0,[M+Na]+ 110.11 [M+2Na]2+ 220.221,4
133.1048903,133.104844,133.1049898,121.8772125,116.9699326,123.3961334,7,9192.804472,12865.43711,7449.893887,2039.319656,5105.072214,494.1672268,396.5181094,359.0710747,411.1186233,13403.4359,7296.295739,19020.58008,2156.820287,8654.101862,5244.616752,2773.110237,2492.262164,5304.189409,5271.739728,1157.801244,4311.185927,9589.884941,7233.214984,9299.35492,[3][M+1]+,1,,59
136.0729147,136.0727907,136.0730347,374.2141418,373.7010193,375.7686768,11,5392.585638,5643.362909,5351.304338,3628.083346,4176.470265,2564.888303,2775.040214,2027.164164,3358.183599,7497.59074,7013.670693,7426.058248,4471.918962,6305.287111,5091.422648,2530.391442,4037.101814,4815.098764,4290.032817,2448.603722,3351.961588,7018.013941,7865.226488,10428.55648,,0,,204
137.0014227,137.0013301,137.001489,86.33320236,86.17964172,86.42102051,8,1555.31024,2849.008922,1912.80223,1628.348591,2447.820202,4333.578042,2212.553926,95.30450203,3735.726999,9102.178189,5423.593661,3671.713544,2294.051714,2472.466408,2127.12342,928.9050646,3190.464932,2085.30051,3037.828382,440.5228807,3216.747273,4197.841029,3395.950477,4685.403786,,0,,32
137.0958135,137.0957322,137.0958357,946.8950195,946.6679077,947.0479126,4,4468.777652,4585.534058,6215.543587,5579.710556,6308.898592,6478.013267,4798.720515,7929.905142,4663.71434,5686.744845,4877.011866,3812.061618,5008.474817,4914.479195,4869.070086,4308.836028,5680.255992,4721.641571,5025.026129,6882.400507,5192.621294,4066.242038,5304.096461,3612.048722,,0,,4
137.1321551,137.1320231,137.1322328,946.8082886,946.3771973,947.0479126,19,7443.606689,7734.942451,6286.734402,5822.545683,6386.360893,6525.678341,8888.81859,8195.424829,7557.525885,5802.529581,4794.367127,3812.464142,4992.309199,4902.18586,4868.378283,4306.721464,5723.342596,4721.315078,5113.199061,7446.958872,5287.44802,4068.946102,5290.855891,3612.220765,,0,,4
138.9060035,138.9058865,138.9061425,70.342659,69.98391724,70.92564392,23,5850.933605,6281.490471,6038.992614,5075.496445,5294.446287,4443.791256,3599.849775,2870.919874,2964.924153,2962.441247,3503.164294,4918.828478,3340.961026,6061.84507,5399.071576,4155.033665,3057.352804,5210.304211,2820.109722,3157.481644,2096.692438,3115.379762,3497.088722,5815.631544,,0,[M+2Na+K]3+ 331.773,91
139.0499075,139.0498249,139.0500246,85.9717865,85.65761566,86.29880524,12,6282.92259,6302.254831,4461.372269,3775.923474,5462.096149,2935.472321,789.2382082,91.63012249,104.0548037,6262.377795,4794.938305,4519.703685,3351.736214,4973.215313,4658.784555,3015.609395,3446.584198,3794.0069,582.6920299,544.8454974,1673.359367,5943.258778,4839.645956,5598.711359,,0,[M+2Na-H]+ 94.0713,32
140.033874,140.0338248,140.0339798,174.5486145,169.1604004,175.0452423,7,7375.636118,9687.850725,6568.082367,943.7502349,5530.849756,1527.451899,55.58184692,41.0479835,75.573066,12835.78265,8248.249702,11288.04501,1525.738978,9671.159364,4891.441578,587.065725,62.82461732,5793.195237,718.8368437,104.937969,378.9436598,19089.76622,22957.18231,11335.7722,,0,,209
140.9030526,140.9029711,140.9032531,70.50576782,70.05734253,70.92564392,10,3516.947068,3897.226869,3693.351508,2907.227938,2885.027399,2509.972273,2052.333326,1912.347512,1888.29936,1731.101796,2295.248397,2647.84534,2195.614377,3225.284834,3702.943297,2399.457118,2116.48025,3206.895064,1628.155168,1782.551177,1276.042847,1921.744588,2174.159828,3133.610287,,0,[M+Na+K]2+ 219.854 [M+2Na]2+ 235.828,91
142.947663,142.9475569,142.9477537,72.07212231,70.96015167,73.11654663,18,21378.99722,27071.9022,20457.11098,17380.96278,29931.31576,24829.25681,16565.5252,15307.30178,14222.34028,16173.9912,25758.48532,35255.85857,20368.79225,31089.2275,22681.74803,20749.81355,20609.19724,20247.36719,21455.36139,19138.44872,22390.59945,24111.36219,33855.34847,30262.08124,,0,,307
146.0067356,146.0066867,146.0067845,86.42844772,86.17964172,86.67725372,2,937.066663,2387.745755,1502.836792,1302.740374,1618.725365,3273.331583,1593.954657,150.1125902,2775.381369,6476.598783,4527.151741,2632.282536,2234.591642,1364.002784,1561.322556,342.3508624,2399.378434,1384.119587,2354.412353,224.0830097,2555.92087,2543.077446,2581.788458,3578.850932,,0,,290
146.1648511,146.1646995,146.1649096,61.76621628,61.48366928,62.50247574,15,4147.368218,11834.29885,3781.185728,6541.386494,5247.948705,10619.15,109.4718143,1118.418147,4115.250842,4402.730152,14254.46012,18838.20161,5628.792074,9559.137004,13373.44198,4587.603367,2642.19073,13206.03264,6426.067874,930.2830345,1910.003913,6512.186871,13390.68979,12436.76392,,0,,159
147.1164209,147.1163425,147.1164973,946.8000488,946.755249,947.0147095,9,5150.126878,5028.72203,4213.239076,3849.165791,4127.521085,4675.806122,6580.406222,5154.540655,5455.1819,4294.693041,3298.572721,2650.123985,3573.258466,3465.241243,3057.871746,2934.616849,3715.536059,3107.058637,3601.167079,4711.561199,3438.214733,2738.755343,3416.873708,2586.602611,,0,,4
148.0601814,148.0600573,148.0602444,73.63330078,73.44082642,74.1446991,21,12845.44229,12347.68698,9703.972351,10740.23742,16392.18994,12829.26024,1611.553291,1542.488945,869.8734095,20374.17876,19321.25591,25627.34382,26759.25646,40765.84727,20526.681,17927.66567,14150.11013,20653.15188,16270.31309,10307.42552,15445.20395,25098.54329,42656.01219,33170.68052,,0,[M+H]+ 147.056,39
149.0229553,149.0227999,149.0231348,991.1850586,984.8429565,991.6598511,10,5640.951471,6362.027049,5743.495839,6277.630714,5618.331214,6100.119337,5359.618227,5019.179883,5343.141979,5862.90841,5328.124398,5755.670638,6470.012177,6300.901477,7215.73947,6036.286685,6020.418779,6796.337627,5624.4196,6480.183359,5839.133486,6059.662418,6190.373461,6159.119263,,0,,279
150.0578634,150.0575793,150.0580535,86.24886703,85.71662903,96.26152039,16,19398.38358,23305.6324,16688.6807,6626.003752,10812.85489,5607.764673,3468.263755,7436.62034,5676.631372,20262.70532,19439.56021,27142.38626,7790.551011,14760.05064,10339.69543,6381.355553,7818.553113,9814.991378,11158.59904,7357.935934,6622.733534,19699.71353,20238.28475,24764.03495,,0,[M+K+NH3]+ 94.0713,32
151.0348935,151.0347979,151.0349914,63.57494354,63.02974701,64.052742,23,8024.457767,12902.47479,7666.26059,8851.882215,13298.18797,12709.85452,5339.306093,3077.404107,8164.371133,13429.34381,15528.91162,19739.14545,9103.787811,15897.14104,13078.90935,6557.555012,9580.202975,11782.61905,7828.55302,3543.54316,8194.185742,10548.45204,15638.07521,17513.7323,,0,,40
151.0961221,151.0960166,151.096198,562.1686401,561.2608032,562.5463867,22,4864.796997,5700.283579,5503.608492,4419.653273,8035.279592,6975.209237,5500.012019,4191.42979,4934.804033,6660.662864,8877.473072,4724.522431,5915.524777,7737.122373,7540.20221,6715.229613,9288.274321,7019.496371,5232.294474,9010.76346,9393.262696,4590.461131,5807.719143,6820.333579,,0,[M+H-C4H8]+ 206.15,28
151.1113911,151.1113045,151.1115681,946.8014832,946.3771973,947.0986938,18,7177.820177,7275.011411,6175.425825,5823.592507,5946.320179,6292.557113,8665.4849,7441.995312,7674.377177,5738.75747,4871.17033,3770.987731,4972.044968,4843.811205,5003.426324,3839.886242,5727.722456,4693.288619,4779.971248,6595.975032,5420.204,3972.340246,4694.19736,3753.340844,,0,,4
151.1477712,151.1477186,151.1478684,946.8434448,946.6679077,947.0606079,9,5231.195695,5425.714345,4725.31142,4309.552869,4601.724238,6306.042121,6373.930574,5904.524124,5675.683181,4567.702631,4922.789037,3771.885462,5028.797904,4871.104065,5000.645235,3838.065959,5657.021221,4690.304611,4714.727403,6458.160988,5370.01717,3972.257644,4782.004622,3752.568869,,0,[M+Na]+ 128.153,4
152.0560212,152.0558712,152.0562499,86.10958099,85.97550201,86.5590744,6,4427.650133,4788.202464,2605.186477,2150.799311,5683.445732,3153.718212,739.3142499,1270.740393,1651.336884,3984.81768,5875.251212,8216.673709,2755.008556,5859.35151,3892.319593,2022.31944,2112.96671,3441.719796,3533.252316,1692.188865,4529.815386,6671.201151,8125.072879,7361.476235,,0,,32
153.0906224,153.0905024,153.0906999,946.8029175,946.3771973,947.0479126,19,7445.821471,8293.594406,6324.334845,6312.888996,5966.907351,6796.565448,9287.554387,7905.584934,8086.542277,6247.42429,5120.330241,3882.558502,5513.863992,5095.791914,4516.496851,4501.597973,6443.179427,4417.952841,5492.32929,7899.603481,5726.948656,4147.522467,5599.509008,3628.766298,,0,,4
153.1270065,153.1269595,153.1270725,1004.111176,1003.854187,1004.123047,6,2541.543804,2322.812557,2066.478137,2143.849474,2725.826546,3168.056932,1236.653095,1821.749097,2145.600125,4045.149699,4817.2231,4897.863333,2947.47223,3223.870847,2433.433371,2389.593446,3429.728972,2384.5562,1609.905318,1992.252593,1920.87282,5895.790442,5420.876968,6091.821715,,0,[M+H-H20]+ 170.131,65
155.046375,155.0463114,155.0464386,921.6551208,921.652771,921.6574707,2,2382.236479,3024.383339,2385.885429,2011.468619,3414.765384,3748.740026,2509.523699,2287.298115,2688.065443,2830.099264,3437.390678,3174.324284,3686.222393,4387.691411,4357.807029,3365.360278,3934.366544,4327.714733,2243.687263,3250.959112,3481.811972,1955.84293,2867.782388,3056.545028,,0,,282
155.1063085,155.1061975,155.1064148,946.809967,946.3771973,947.0488281,20,7743.986548,8144.591479,6549.738705,6212.322202,6146.418594,7232.123564,8959.014447,8263.168414,8043.128231,6553.723152,5147.728537,4274.574325,5612.527543,4845.306037,5325.692696,4411.838641,6086.538465,5179.238251,5051.338598,7427.374972,6045.569814,4434.13102,4750.65154,3889.37143,,0,,4
