row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,p_HM-188_Novo_B_1ul.mzXML Peak area,p_HM-188_Lome_B_1ul.mzXML Peak area,p_HM-188_Novo_A_1ul.mzXML Peak area,p_HM-188_Cipro_A_1ul.mzXML Peak area,p_HM-188_Lome_A_1ul.mzXML Peak area,p_HM-188_GT3-043_C_1ul.mzXML Peak area,p_HM-188_Levo_A_1ul.mzXML Peak area,p_HM-188_Levo_B_1ul.mzXML Peak area,p_HM-188_Novo_C_1ul.mzXML Peak area,p_HM-188_Lome_C_1ul.mzXML Peak area,p_HM-188_PA14wt_C_1ul.mzXML Peak area,p_HM-188_AR351_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_B_1ul.mzXML Peak area,p_HM-188_Levo_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_C_1ul.mzXML Peak area,p_HM-188_AR351_B_1ul.mzXML Peak area,p_HM-188_PA14wt_A_1ul.mzXML Peak area,p_HM-188_GT3-043_B_1ul.mzXML Peak area,p_HM-188_Coumermycin_A_1ul.mzXML Peak area,p_HM-188_Cipro_C_1ul.mzXML Peak area,p_HM-188_GT3-043_A_1ul.mzXML Peak area,p_HM-188_AR351_A_1ul.mzXML Peak area,p_HM-188_Cipro_B_1ul.mzXML Peak area,p_HM-188_PA14wt_B_1ul.mzXML Peak area
56,232.9165422,1.1265062,,,,,,,,,,,2.5871546,13.206633,24.246916,7.8988886,23.551096,47.061146,10.463039,28.549519,21.538471,2.8153248,29.241491,14.880113,7.1450586,13.35074,11.953251,31.06697,18.256613,33.205208,3.0299075,10.35978,5.0209665,9.266005,38.84137,40.810513
57,828.8089383,1.120611,,,,57,,,,,,,41.99448,38.922226,33.829174,32.260437,30.998844,10.394394,30.812965,18.477211,28.924164,30.73422,15.756476,27.949696,48.21196,31.013372,45.767506,24.850115,27.056025,22.943338,46.418903,30.667591,32.0323,38.725906,29.819633,18.011675
58,90.97651925,1.1225834,,,,57,,,,,,,877.24384,885.14233,889.5397,909.84247,909.17596,723.8331,850.6561,806.3114,830.39905,906.3356,785.0476,897.91113,937.8366,876.0921,928.73004,857.605,815.2801,818.85815,954.90643,892.3451,875.62744,904.1093,861.59155,771.83344
59,799.8297721,1.1167439,,,,57,,,,,,,23.803026,20.60112,17.657328,15.798677,19.651363,0,13.260537,2.9325988,23.176592,10.865381,5.197608,15.571071,30.669764,13.803442,27.805847,9.702718,10.04873,8.6381645,31.111588,15.9649515,13.934789,14.98946,12.596653,0
60,833.8233471,1.1159635,,,,57,,,,,,,26.03629,17.21697,14.077485,17.37935,14.666819,0,14.4235325,2.739099,18.127747,13.20811,2.3352957,13.884272,29.708843,13.614984,27.549929,6.145419,8.912399,5.1343613,29.842205,14.655997,15.959542,16.609966,9.644909,0
61,692.8341424,1.1225811,,,,57,,,,,,,114.87622,137.54335,123.83453,116.31185,135.72461,50.101265,115.57285,74.78924,96.23187,109.97258,66.94972,100.555435,138.75117,106.01176,132.84329,83.45513,90.07932,72.59552,155.54819,110.20068,119.46592,115.42604,89.46769,71.17791
62,378.8997424,1.1211548,,,,57,,,,,,,40.97558,70.227615,47.56313,22.445198,39.508793,18.716776,49.725243,24.048914,59.979935,28.588633,23.195997,12.973583,24.765568,28.364973,29.294321,16.377844,56.58453,28.410093,25.962471,26.652678,61.017467,13.781465,22.408367,44.776176
63,765.8355987,1.1161569,,,,57,,,,,,,34.822903,23.0121,21.323185,20.679155,23.274092,4.475858,18.597637,8.179637,19.617315,17.726843,8.135876,15.434713,36.52092,17.084948,32.67205,11.210306,13.610205,9.119865,38.334934,17.35974,21.976032,20.674402,12.86822,4.7851934
64,624.8468658,1.1241882,,,,57,,,,,,,130.21753,135.04277,132.12755,141.80455,146.3278,59.86975,125.52298,94.98733,93.7517,130.34236,76.40179,118.55942,158.05005,120.819405,138.3566,104.90022,104.20625,91.10633,172.20114,126.222786,128.50725,137.89467,113.71321,82.012146
65,558.8566292,1.1254445,,,,57,,,,,,,25.340487,24.805378,22.118126,28.070189,26.803818,11.275966,26.612057,19.027119,17.982258,30.407375,17.100216,27.918684,27.093184,28.030188,26.454144,23.432926,20.975605,22.268724,31.049288,22.99015,26.581326,30.96002,27.418472,15.33988
66,896.7959395,1.1197263,,,,57,,,,,,,26.19855,21.864765,19.153814,20.64004,19.986692,2.4149404,16.957226,9.0448475,20.317595,15.98419,9.093472,14.801705,31.466537,17.732416,25.299109,14.287384,15.235494,10.606798,30.287956,21.597538,20.055117,16.564714,10.987709,2.5327342
67,556.8592462,1.1257944,,,,57,,,,,,,100.27482,114.00668,100.20607,118.83795,118.5599,64.45518,104.872635,79.65521,80.357414,112.9118,75.01037,105.75382,119.55426,119.55191,113.40776,93.71238,98.81047,91.9428,136.68742,110.17477,112.08247,108.39774,95.57369,76.57505
68,626.8444841,1.124536,,,,57,,,,,,,25.342949,28.618923,28.609375,32.189377,29.164234,12.838497,25.90106,20.392403,22.063868,24.30695,16.562342,25.411804,27.7434,26.55552,28.921736,19.685001,25.36677,19.718998,31.99987,24.553982,30.868095,28.60807,27.343115,15.461277
70,174.9376019,1.1290103,,,,57,,,,,,,38.584316,59.04353,54.163307,24.765461,50.474495,40.203415,55.51529,42.352455,58.8706,42.09766,43.721893,9.23978,20.905724,30.165659,29.51886,24.346449,68.08164,47.602413,20.311056,30.613747,62.54841,30.95338,30.732195,59.879547
72,488.8719261,1.1279334,,,,57,,,,,,,97.78736,99.905815,100.03674,126.61753,111.067696,68.75542,102.29318,91.12273,74.86967,109.69553,91.43855,116.14485,113.77105,120.12828,111.323814,101.61882,98.69879,105.65804,111.27279,115.65658,107.696556,122.718834,110.97739,80.54071
74,750.7922475,1.1286488,,,,57,,,,,,,29.212261,34.188656,33.6331,41.22341,36.624886,14.788927,29.842123,23.306396,21.55266,31.077044,25.832014,29.296494,33.62057,34.097576,31.457169,31.941164,25.814354,27.982182,37.321365,31.94721,33.715668,36.415165,26.682564,23.372534
75,420.8846997,1.1291853,,,,57,,,,,,,159.51971,197.64716,185.09561,252.87537,216.7364,133.4736,205.21092,173.52243,127.675156,209.3917,172.61655,224.06665,192.53964,222.33247,194.21526,229.20113,172.96996,182.98245,209.27753,207.40103,212.38849,230.7998,207.93973,166.32741
76,422.8818839,1.1291903,,,,57,,,,,,,36.393887,44.82845,40.974144,60.647636,46.602062,30.16908,48.30125,40.872654,22.620293,53.93102,38.461857,57.259945,50.512714,51.12144,47.26747,51.17342,41.532436,38.148136,45.165466,51.70441,51.085262,62.029434,55.630985,36.703407
77,625.8464415,1.1241875,,,,57,,,,,,,19.612495,19.211824,16.721844,27.026049,20.471678,6.7118416,18.294682,10.727364,13.749412,20.50707,9.069217,21.266811,30.226282,21.218967,27.477697,14.060947,9.778835,12.384894,25.292744,20.414526,18.511192,24.893185,17.817842,9.882797
78,682.8051694,1.1306175,,,,57,,,,,,,38.306538,58.75034,50.72068,77.84601,68.64155,32.822468,59.762814,44.3156,25.384884,65.28758,40.783,62.242382,50.801273,56.074223,51.39968,60.77123,45.51924,51.228306,62.189274,55.62779,62.73705,70.90495,59.76432,45.890224
79,684.8027753,1.1304361,,,,57,,,,,,,27.229233,28.632359,24.498524,49.59761,35.362247,20.091316,31.13413,26.136154,18.865534,33.081936,24.962795,36.599014,27.62266,37.261013,28.685953,42.137222,27.93713,34.851345,36.993347,35.12155,35.696392,51.953094,35.739845,26.698072
81,694.8320372,1.1216922,,,,57,,,,,,,25.787321,29.311579,26.29356,24.649939,27.559137,8.276515,27.043056,16.764679,22.012856,22.19877,16.506222,22.473019,29.862259,25.874249,30.069036,18.696938,23.274286,19.973013,31.514118,27.59053,26.335905,23.265554,19.276913,12.470033
84,354.8941287,1.131684,,,,57,,,,,,,27.804161,30.811327,30.576653,46.279243,37.956825,26.674263,35.352413,39.89279,20.3773,43.29382,29.55848,43.39092,32.059364,36.0142,31.489826,39.510933,28.190952,31.323193,37.971397,32.691,34.41038,45.97784,41.068684,29.577646
85,616.8152139,1.1324022,,,,57,,,,,,,23.590286,27.528831,24.806381,46.2651,34.222183,23.275282,34.76475,27.482649,17.164715,40.150078,36.27901,47.15847,38.67224,38.630222,31.472408,38.130207,31.308472,29.325445,34.086784,40.21967,34.574955,54.58289,37.636215,27.80111
86,352.8973116,1.1316875,,,,57,,,,,,,99.89181,121.62536,120.80977,185.21727,154.27303,117.64324,133.0674,138.6948,85.845,149.14142,132.7634,173.66171,133.36377,156.92015,132.39609,164.37643,110.71405,125.42038,142.29509,140.72946,137.3656,198.50192,175.706,108.99756
87,106.9502442,1.1316763,,,,,,,,,,,43.202145,73.40893,64.68883,33.051853,63.45436,56.58317,65.49845,62.163425,65.58925,46.08397,60.058014,17.98743,30.591211,43.73291,30.87083,40.887257,83.54245,63.275726,30.13546,42.97158,76.31688,43.946167,55.02982,80.54821
88,490.8690977,1.1266888,,,,57,,,,,,,23.230993,26.93923,24.636675,29.249779,28.22262,14.649417,27.253689,23.983425,15.663681,26.649588,20.417545,27.47361,27.437399,28.787834,27.959696,25.521526,26.278486,25.251453,26.694956,24.914331,24.662867,26.010637,27.815224,15.821247
89,614.8178346,1.1329354,,,,57,,,,,,,44.4075,60.572,57.784092,85.72948,71.30804,39.89779,58.552982,63.961246,28.931547,71.531296,52.817482,77.29955,57.157707,70.895615,53.6633,73.233955,45.725105,53.830814,66.291435,63.23659,63.788246,84.17332,69.08332,49.76415
90,672.7761008,1.1366744,,,,23,,,,,,,16.006378,19.569801,22.031006,40.16154,26.243885,23.473963,24.273575,28.81888,9.955501,36.28791,26.682209,47.01782,24.865305,33.2091,24.040886,36.951057,22.595404,28.901936,23.012003,27.699486,26.484865,42.034916,37.964634,21.247074
91,344.8653479,1.1440104,,,,23,,,,,,,8.521881,12.624996,11.24004,32.161392,17.694683,21.876604,13.3488035,26.208368,2.707089,22.69324,24.696201,32.614983,9.486104,25.975946,13.257551,39.87166,12.952204,19.388927,12.955421,20.773703,21.143116,30.777454,29.331045,24.988224
92,548.827611,1.1354278,,,,57,,,,,,,21.644009,28.972628,25.126137,40.925716,32.555622,31.592932,28.98933,29.435337,13.652707,38.455444,31.153395,42.117115,27.205915,35.92696,25.593975,44.440826,24.889017,30.86617,25.514807,33.24827,21.821127,51.199642,36.810158,22.443413
93,436.8582963,1.1335682,,,,,,,,,,,11.379927,24.476896,23.134998,7.6229267,23.64058,18.302227,26.870697,20.812527,19.731937,14.185014,10.541254,4.9129887,2.588599,17.904928,7.5647383,6.921954,29.758747,21.845284,0,19.214521,28.074827,4.8820267,15.631861,26.423983
94,546.8305554,1.1345313,,,,57,,,,,,,33.65897,41.852192,43.44231,81.01306,61.084747,45.7649,58.75253,57.83191,25.985672,70.73552,59.138046,80.63025,46.831535,69.35286,46.03386,76.01801,46.260536,50.989902,46.600456,56.61373,55.665276,80.59356,68.88083,46.530556
95,740.7633254,1.1347153,,,,57,,,,,,,12.0222435,16.70472,15.144798,24.078247,20.991144,12.497398,22.212856,21.133106,8.36615,23.591274,18.62872,24.375072,15.762903,21.866941,15.558097,25.619255,15.299231,19.080849,20.947329,22.84457,21.540455,27.690922,28.030922,16.305317
96,674.7737214,1.1368535,,,,23,,,,,,,17.117727,29.385216,21.167784,52.62761,35.6333,24.133434,29.315083,34.37537,12.897579,39.84357,26.592926,49.38069,25.19621,35.249172,25.423498,48.092705,20.169464,31.426413,27.346754,31.285767,33.07247,51.61738,40.049866,28.731375
97,732.7315973,1.1397244,,,,23,,,,,,,9.687901,10.697736,11.67778,26.1487,19.599277,14.286966,14.484655,21.90892,3.0711753,22.39698,19.772724,30.552324,11.4595785,24.895763,11.968162,28.448986,13.784349,19.15071,14.438591,18.673532,14.960598,25.988022,21.731966,11.027117
99,742.7610127,1.1352507,,,,57,,,,,,,14.525226,15.885964,14.471459,26.263271,23.743574,13.408276,19.067022,16.68694,5.7987537,26.13239,16.634378,24.587307,17.373291,23.320295,15.732536,25.850819,14.282375,19.73719,18.819048,22.76387,16.865822,32.010593,27.311417,13.145735
100,604.788883,1.1391863,,,,23,,,,,,,16.356466,23.553299,22.32354,40.43421,30.31584,27.657969,29.193216,26.996872,12.64671,35.90498,35.40372,41.906776,25.365013,38.43336,24.31589,43.85615,21.037113,29.688902,23.432053,35.19908,28.720562,55.52265,44.57118,29.190828
101,538.7986883,1.1404396,,,,23,,,,,,,15.56633,19.255629,22.34004,37.361954,26.87973,29.415565,19.934172,41.423855,8.884734,31.501379,34.12278,45.50604,17.573345,32.838917,22.450321,41.31193,19.746159,27.505795,24.705486,30.341486,27.55136,52.126854,48.853214,29.14824
102,594.7600349,1.1441855,,,,23,,,,,,,5.835307,11.941819,10.223579,22.949133,15.070294,20.102333,14.338434,22.520205,5.3774505,20.849768,20.964535,28.45571,9.12254,22.846487,7.12193,26.88814,12.854976,17.636215,13.438292,16.617838,13.872739,28.21639,26.602266,19.096432
103,478.8430743,1.1381189,,,,23,,,,,,,26.38512,31.875034,32.03956,55.88657,44.36037,42.73111,38.86811,50.09439,21.565536,55.62131,46.208523,64.06943,33.56639,53.1755,35.306076,62.213173,35.80487,50.8991,38.06782,49.616524,40.70379,75.97466,67.669846,40.747135
104,122.924127,1.1449027,,,,,,,,,,,0,19.943775,14.989874,0,19.520313,29.657818,22.354643,26.027971,11.728211,9.862075,27.223574,2.15444,0,8.208738,0,4.531989,39.167046,21.543589,0,4.9310074,28.689594,2.437203,11.420586,47.689507
105,606.786104,1.139548,,,,23,,,,,,,14.299691,22.457005,22.740055,40.914207,30.335562,28.353115,26.302858,34.8788,11.452782,38.33147,33.045315,45.3927,20.482656,38.96122,21.584936,44.121395,21.701893,33.288433,27.473413,29.102503,26.940685,50.106834,41.36539,22.891615
106,536.801648,1.142039,,,,23,,,,,,,14.220601,20.454218,19.116665,43.414787,26.095215,33.148308,28.124987,36.224552,9.592262,29.424768,32.89143,40.016293,17.776678,33.983658,15.569841,50.448944,23.28196,30.118227,21.365301,25.834246,28.96273,46.58577,40.452374,27.590729
107,480.8400781,1.1377563,,,,23,,,,,,,15.535036,19.49733,19.459772,37.367554,24.922047,27.58894,22.970804,31.919134,11.364537,28.441776,20.344566,36.695866,19.64981,32.91644,22.686905,35.99965,22.277262,28.551678,21.117533,27.182337,24.026546,37.406643,36.22887,20.06579
108,412.8529031,1.1395396,,,,23,,,,,,,24.609451,34.609673,31.88808,68.73934,48.363373,44.686825,50.15847,53.310337,19.109055,63.646248,53.270855,73.39089,39.433346,58.051125,33.519154,78.24113,31.736443,50.066093,34.543934,48.98297,47.908535,78.403046,74.06802,42.36926
109,664.7444662,1.1423992,,,,23,,,,,,,15.618157,13.755425,18.649988,34.510746,26.27336,24.650404,20.455383,31.542564,8.69504,31.148552,25.998482,43.700897,17.896355,28.179665,18.338104,41.55433,14.176037,22.005018,25.734612,26.670942,22.048843,38.1903,29.281761,21.722559
110,410.8558662,1.1397201,,,,23,,,,,,,41.22607,63.305984,63.649803,118.825745,95.29216,88.55453,78.13241,101.659645,39.375675,103.50283,105.45626,131.46686,65.4075,105.6359,63.180298,128.83685,63.4555,86.788994,64.82352,88.24278,78.75196,144.04092,136.9518,81.14229
113,596.7573377,1.1443633,,,,23,,,,,,,12.107998,15.635109,16.007757,37.911552,26.310493,29.119938,20.019209,28.886345,9.143526,27.361225,34.100204,40.73972,17.308062,33.21686,17.608938,46.616566,15.586078,24.385342,19.651268,26.931253,17.996325,47.53555,44.225006,24.865189
114,342.8681776,1.1427584,,,,23,,,,,,,18.945856,28.52773,26.70567,46.762177,37.237373,35.712402,29.225504,45.87433,12.233501,38.549763,39.892452,50.856705,23.274988,40.221104,20.607693,53.048172,26.40745,37.961685,31.0261,32.165417,32.218124,54.295673,53.944565,38.466698
116,654.7157539,1.1470417,,,,23,,,,,,,6.5104384,10.543547,8.377572,29.151377,18.27132,19.05622,14.202787,23.307627,5.5662746,20.88241,24.772171,30.141048,10.298801,25.268394,10.552152,36.089886,9.490693,19.626244,12.454834,17.044151,14.060305,34.225132,26.767912,14.958601
117,722.7030941,1.1448979,,,,23,,,,,,,5.8575354,8.318523,9.587776,23.108753,12.591586,15.809107,9.506087,16.311384,2.2574098,20.199974,17.872631,26.770065,7.890852,16.713476,7.589097,25.371208,5.5405626,14.143318,9.700186,14.989984,10.391912,27.3163,23.83395,11.293408
118,468.8140932,1.1443659,,,,23,,,,,,,7.7845955,13.695299,12.740364,31.587902,16.8509,24.700733,18.27455,29.870453,8.014315,24.911404,29.438553,37.051727,14.073259,25.940882,13.598924,40.263508,9.721357,23.728891,13.712423,19.527468,17.515087,40.943863,29.654007,20.995836
123,586.7284011,1.1490062,,,,23,,,,,,,7.729268,11.511631,11.574425,25.613056,18.78945,23.026688,14.044804,26.717829,4.7465687,20.53967,24.355028,33.919006,9.724136,19.530952,11.505962,33.97562,6.4433136,15.6693325,12.14963,17.32217,15.257235,29.462633,26.555529,16.383389
124,528.7696279,1.1472223,,,,23,,,,,,,10.46658,10.442404,13.561469,26.993147,19.16719,24.962643,14.270777,26.892986,2.6779919,25.384747,23.904556,34.217373,11.064318,24.832548,10.062241,34.623104,11.246333,17.532997,13.309216,18.184528,14.904855,29.552967,23.853605,17.838245
127,402.8240358,1.1470418,,,,23,,,,,,,18.140247,23.04642,20.670795,51.893494,32.71247,50.427452,26.96182,48.813766,11.868261,47.4176,49.912506,63.9458,21.646362,49.145416,22.980694,65.36406,27.60803,44.934555,26.894697,35.965378,29.234846,64.75184,59.500904,30.611423
128,400.8268626,1.1474029,,,,23,,,,,,,22.596712,25.679256,26.437208,63.466415,38.50673,53.576103,34.671204,58.168083,17.181528,49.320183,56.518322,71.45837,22.26831,52.545788,27.783875,82.7346,31.94223,37.445004,30.565414,39.755943,40.70993,76.22437,64.21257,37.637493
129,470.8111852,1.1450826,,,,23,,,,,,,9.885857,17.194769,18.381502,25.531403,24.020435,28.560982,18.141022,30.556717,2.7466583,27.362085,27.783796,38.428493,10.904711,27.773645,12.531723,38.111103,13.263235,20.94783,17.002628,21.400177,18.282326,39.782623,29.998882,21.550415
131,661.9839811,1.1493666,,,,23,,,,,,,376.57285,415.28027,353.46387,236.98102,365.51917,221.66765,372.19168,275.64404,373.95175,231.62692,248.63377,202.54672,270.60535,239.59819,253.23056,191.46707,376.29565,262.77747,314.24097,258.98395,331.39786,216.78162,258.64227,358.98227
132,659.9848845,1.1500833,,,,23,,,,,,,6310.0054,6443.4834,6011.982,4309.126,6053.0425,4165.4263,6296.561,5057.4644,6063.8315,4374.9907,4576.274,3722.185,4947.432,4189.0176,4596.875,3886.0962,6110.463,4724.9326,5499.002,4606.474,5337.2866,4440.9204,4465.8193,5937.8174
134,460.7826931,1.1501594,,,,23,,,,,,,5.377442,6.350952,5.3336525,21.48739,11.907918,21.931627,11.470418,21.179398,0,19.989115,19.862162,24.689121,9.763363,17.695368,9.071477,27.282288,7.9164658,11.935965,9.188386,15.79711,10.222423,27.749432,23.983397,14.4599285
135,392.7951104,1.153125,,,,21,,,,,,,11.437162,17.307478,15.103798,33.687553,27.0362,32.51805,20.948458,36.874386,6.07269,27.736897,32.996048,38.704514,15.69008,24.956495,15.685694,51.258076,15.505506,24.138748,17.456736,24.250912,22.503014,37.997158,36.852448,25.424906
139,390.7979159,1.1531237,,,,21,,,,,,,8.373229,7.287669,9.549309,21.275467,12.787008,23.291206,9.41777,23.021725,4.5191116,18.868313,24.964287,29.894398,6.823349,21.938456,9.728384,31.543514,8.762326,17.908707,10.573646,14.913651,11.056579,27.592672,28.636536,14.072131
140,114.8926815,1.1582787,,,,64,,,,,,,2.7392082,48.066223,45.34307,27.54061,50.8816,179.61969,64.84365,148.67484,26.045177,52.048565,153.52673,28.985134,0,59.03259,0,62.889366,111.22367,105.24751,0,47.44494,80.50607,47.119595,82.9479,189.74374
142,219.0261355,1.1685152,,,,,,,,,,,0,81.52563,34.916878,0,35.73553,48.200092,0,15.643139,11.479451,0,0,0,0,0,2.1589096,2.425199,19.80903,2.4666545,2.3732846,0,0,0,0,88.31294
143,180.9035279,1.1625476,,,,,,,,,,,4.373289,38.48559,47.601738,2.5322978,22.847498,163.30064,43.913227,103.03278,47.607822,24.83171,104.23183,9.723936,0,13.607733,0,33.765766,69.992004,84.112114,0,42.18251,19.452099,15.391026,80.619545,170.9592
144,164.9296674,1.1613264,,,,20,,,,,,,344.02164,480.34613,590.1144,513.89954,531.78516,1040.9008,482.6937,765.95105,490.36224,527.488,750.86774,640.2193,391.32043,505.87466,401.10376,764.61743,532.08386,732.831,411.4383,594.95776,459.8114,607.38684,858.1778,884.384
145,434.6899484,1.1664922,,,,1,,,,,,,16.722378,12.050776,12.781819,35.39183,24.282478,10.259251,16.90778,28.26508,5.861491,26.12739,27.896261,38.423393,19.22156,30.101126,20.039082,37.252014,11.596952,18.052696,21.69101,24.877281,20.206715,32.633698,28.877302,14.898128
149,492.6486614,1.1652445,,,,1,,,,,,,14.652443,13.999396,12.092635,36.447796,23.95029,22.128986,18.866545,25.675053,7.465131,23.596523,25.437033,46.521812,21.218334,29.678705,18.934153,41.031685,9.08399,17.388197,23.501003,22.898972,20.161507,39.84427,34.71395,4.5857716
150,780.445449,1.1650687,,,,1,,,,,,,17.238062,11.536707,11.14533,41.003796,22.071995,20.8649,18.20063,24.95528,4.848076,31.657234,25.014242,54.60418,21.397623,27.144453,19.422895,44.025284,9.235937,18.664038,25.371391,23.573719,17.204205,45.4257,31.882902,8.888403
154,548.6106456,1.1661409,,,,1,,,,,,,21.247892,21.867716,19.97646,52.51256,30.437714,30.800034,28.984968,34.733307,9.496825,42.614986,44.743366,74.02677,33.41291,39.46669,29.94868,65.65572,22.806551,28.07595,30.58919,32.95309,28.696087,62.441086,49.72532,18.073141
155,198.8617782,1.1654202,,,,1,,,,,,,96.98657,123.90572,112.096146,229.31633,163.58331,187.6535,136.57076,198.78159,73.15328,183.56854,201.67232,259.9389,121.42578,174.5839,120.83884,280.40393,104.62024,139.4716,136.2684,160.76784,140.44456,244.3599,195.92506,144.68599
156,196.8647278,1.1654238,,,,1,,,,,,,102.17639,107.09528,107.02099,214.14326,151.86935,190.12856,129.10568,191.02539,68.81095,192.75124,207.50314,261.2489,124.48765,185.30374,121.604866,262.28806,111.011604,154.49165,126.61284,159.79604,121.4428,239.25607,196.90053,128.53929
159,784.4391052,1.1654229,,,,1,,,,,,,11.363329,10.692581,9.398629,35.497337,21.090437,22.010578,13.418407,20.680735,2.5528522,26.390087,21.293034,49.75098,20.546146,29.085695,17.133099,39.767563,6.3242493,14.586943,22.635527,17.178226,12.928019,34.586792,25.22515,5.8239584
160,254.8232802,1.1657807,,,,1,,,,,,,106.93712,96.33145,101.34376,208.5342,141.302,157.67645,121.630684,197.15912,59.698833,183.87111,180.30309,249.79039,109.380394,178.03902,114.69044,257.03232,99.98973,146.01163,137.05495,143.04665,122.09759,238.79018,187.47568,111.26204
161,608.5662313,1.1670251,,,,1,,,,,,,20.86521,22.690575,17.47453,61.427223,32.43579,26.459362,25.127445,35.056522,6.0234585,42.497917,32.035706,57.11949,26.210901,41.985443,28.18372,66.29251,19.889507,31.775719,28.333984,34.16758,27.195417,56.8561,44.3702,26.054693
162,370.7404153,1.1657814,,,,1,,,,,,,9.655964,17.139202,10.112808,28.495554,20.281204,19.225721,16.774149,21.211382,7.6185646,28.264355,24.679276,39.39689,20.225506,24.761812,15.478733,37.165592,11.070962,19.763536,18.38172,18.230747,17.666164,40.310463,30.41854,11.734714
163,372.737639,1.1663126,,,,1,,,,,,,36.347145,38.192272,37.869877,87.00116,54.17661,55.857475,42.286648,61.892582,21.900185,59.57259,67.64826,93.02778,46.547237,60.653255,45.718674,104.95361,31.31216,39.221355,43.68055,53.456398,44.488754,104.34236,80.078125,37.1773
164,546.6133602,1.1664902,,,,1,,,,,,,16.27094,18.891344,17.795603,40.94038,18.602118,21.727037,19.652676,28.856266,2.8484006,29.841496,27.150707,51.305183,22.405285,25.596453,19.26625,42.013668,9.297976,20.896694,29.65267,26.50829,19.803867,43.46766,31.157503,14.591568
165,490.6519597,1.1661334,,,,1,,,,,,,29.634493,27.770466,28.950045,72.72512,43.34123,35.20587,39.39311,45.405067,14.733576,48.402077,52.770103,75.54476,36.908928,55.40739,33.930523,86.93795,26.966373,35.912388,38.313904,41.191185,41.33408,84.79509,61.810436,26.875397
166,430.696189,1.1668472,,,,1,,,,,,,40.182648,37.40595,32.408047,82.499466,55.338078,54.52458,44.109962,67.59708,20.10149,67.54793,69.151955,104.894646,49.62733,76.11251,49.13096,94.72252,37.689396,57.065144,47.572025,59.67133,44.754475,99.6108,79.041176,34.426468
167,138.9060076,1.1668458,,,,1,,,,,,,33.788754,32.198864,35.674553,69.30781,44.340935,62.210403,36.75793,70.11933,20.603146,52.69802,66.098076,75.51375,33.549595,56.954685,35.822403,73.939766,30.76467,40.80539,40.721287,43.927944,37.090034,74.915146,62.05739,35.478554
168,488.6545309,1.1664903,,,,1,,,,,,,22.952415,26.148233,21.947327,50.1579,36.506523,35.27734,27.486988,43.8464,13.957233,40.386974,42.52321,72.76918,33.119736,46.110233,30.481192,61.45582,21.50649,29.96639,30.472574,36.765965,26.873697,62.14155,44.212875,22.342354
169,314.7788408,1.166493,,,,1,,,,,,,28.520512,34.988647,28.454136,53.037018,43.05198,37.347153,32.47976,49.007454,12.603581,44.27522,41.42035,63.484898,25.213066,42.081688,28.823929,64.252945,22.068634,36.28885,34.149845,32.930843,33.098003,64.88283,53.019478,30.58287
170,374.7345524,1.1666667,,,,1,,,,,,,26.706093,31.229887,27.412157,57.041138,37.466568,40.715084,36.28356,42.20734,15.756034,50.850094,46.28889,81.46846,34.538452,40.500927,33.218895,66.456215,20.465967,37.08125,32.140972,42.248188,36.270794,64.15048,47.852062,31.939028
171,280.8466674,1.1661361,,,,,,,,,,,17.757647,21.230257,50.43133,37.266506,44.126137,91.99311,17.224895,65.37124,39.283413,45.695766,66.522125,59.70312,32.354343,48.191097,41.49598,66.02821,42.385902,58.465134,42.324623,55.385227,8.580991,14.096827,79.791916,60.291412
172,432.6930811,1.1666695,,,,1,,,,,,,35.548332,33.553246,29.334627,80.727875,52.150463,47.183,44.30928,59.780247,19.75734,64.1061,58.83335,97.72772,48.31813,69.56482,41.757347,90.784676,34.200573,52.442627,42.044605,56.173355,43.83244,99.767914,80.050674,35.06945
173,200.8586097,1.1657847,,,,1,,,,,,,24.473488,25.833279,25.925991,48.237255,35.361553,38.266884,28.4588,44.194416,8.572578,42.806587,44.18175,67.36381,29.86548,38.448803,28.034538,58.779583,21.139496,30.908056,33.722454,34.89177,29.684422,57.007996,43.575848,29.3438
174,140.9030888,1.1661326,,,,1,,,,,,,8.671074,16.363554,18.095299,31.918907,21.708702,29.80845,19.08094,25.576157,7.7501993,31.585318,31.609308,41.802673,18.528429,34.254185,23.409935,38.459724,17.340412,30.604765,23.887634,24.517897,21.85844,39.04967,28.777725,20.140211
175,312.7818367,1.1664909,,,,1,,,,,,,12.904764,12.902215,11.56176,32.43321,24.568632,21.39355,11.925656,9.301402,4.8862433,17.25556,25.069855,31.118933,11.8464365,25.255995,15.326511,33.73296,5.926819,15.963582,17.4799,19.387798,19.982378,30.504347,28.898294,14.373126
176,782.4420223,1.1659563,,,,1,,,,,,,26.484037,20.80816,17.756023,53.83071,34.40282,28.914066,20.63255,40.909603,5.587875,35.889572,34.19161,66.37067,32.87274,37.003147,28.119663,60.79404,16.542852,13.355236,34.206306,33.093346,23.68126,50.00655,41.505062,13.938493
