row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,p_HM-188_Novo_B_1ul.mzXML Peak area,p_HM-188_Lome_B_1ul.mzXML Peak area,p_HM-188_Novo_A_1ul.mzXML Peak area,p_HM-188_Cipro_A_1ul.mzXML Peak area,p_HM-188_Lome_A_1ul.mzXML Peak area,p_HM-188_GT3-043_C_1ul.mzXML Peak area,p_HM-188_Levo_A_1ul.mzXML Peak area,p_HM-188_Levo_B_1ul.mzXML Peak area,p_HM-188_Novo_C_1ul.mzXML Peak area,p_HM-188_Lome_C_1ul.mzXML Peak area,p_HM-188_PA14wt_C_1ul.mzXML Peak area,p_HM-188_AR351_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_B_1ul.mzXML Peak area,p_HM-188_Levo_C_1ul.mzXML Peak area,p_HM-188_Coumermycin_C_1ul.mzXML Peak area,p_HM-188_AR351_B_1ul.mzXML Peak area,p_HM-188_PA14wt_A_1ul.mzXML Peak area,p_HM-188_GT3-043_B_1ul.mzXML Peak area,p_HM-188_Coumermycin_A_1ul.mzXML Peak area,p_HM-188_Cipro_C_1ul.mzXML Peak area,p_HM-188_GT3-043_A_1ul.mzXML Peak area,p_HM-188_AR351_A_1ul.mzXML Peak area,p_HM-188_Cipro_B_1ul.mzXML Peak area,p_HM-188_PA14wt_B_1ul.mzXML Peak area
643,335.2188773,16.237547,,,,,,,,,,,400.67047,412.22272,373.36627,373.78345,356.8409,427.88367,370.84988,361.81165,410.76846,415.3932,388.61188,424.86447,419.64233,407.14386,392.71683,394.7705,398.01004,430.82462,403.2241,418.77393,444.63586,451.64066,454.91733,353.9339
644,296.2004893,16.242886,,,,,,,,,,,68.41043,280.8383,88.94482,327.20035,197.84067,261.79355,183.88573,151.28596,74.97912,159.41727,241.22394,245.76587,109.84182,161.70389,107.27179,214.0487,279.38168,283.5151,132.556,149.56212,674.9035,252.9037,978.4637,206.49513
645,245.2259696,16.253782,,,,39,,,,,,,197.35103,129.22908,180.09924,162.91553,132.56174,173.57712,113.83572,119.6323,196.82793,99.15725,92.118484,159.4303,149.83507,107.22898,136.30081,163.3558,50.657097,164.88203,170.79713,144.31786,196.82317,125.44206,206.23915,15.328624
646,933.7060389,16.253347,,,,39,,,,,,,210.09042,87.86422,164.14087,145.96133,99.84222,176.80275,73.05072,76.258545,220.74673,44.278126,26.832619,146.86253,134.20874,51.295795,100.611755,161.89319,0,148.19846,169.95668,111.26557,204.89494,99.30969,238.29688,0
647,111.1165261,16.253542,,,,,,,,,,,46.25902,14.265605,43.63732,43.882526,31.578506,30.10736,19.12474,19.068888,54.950573,10.399057,18.821846,42.2675,37.360905,30.259901,29.704714,52.52973,0,45.9166,51.51849,27.690376,55.051495,31.584496,59.679985,0
648,561.4875156,16.25396,,,,39,,,,,,,1422.3328,674.1867,1185.1523,1122.829,713.08185,1293.8109,585.2026,560.52637,1627.8318,456.4404,360.22397,1041.3832,944.2629,447.43683,816.40845,1134.574,93.32189,1154.8672,1222.5604,878.81256,1529.7004,715.7654,1659.0049,79.90599
649,939.7216596,16.253273,,,,39,,,,,,,56.604923,15.495116,43.80676,40.942707,24.501259,55.99367,12.949878,8.241686,73.12226,0,0,36.920685,32.81603,0,11.208919,38.8751,0,39.184322,46.992645,24.573997,67.74282,22.728634,76.77742,0
652,263.2366911,16.254848,,,,39,,,,,,,1014.5257,640.56775,928.34924,829.07574,692.9482,903.01215,589.63165,639.8989,1022.6756,537.2287,487.07776,788.7425,747.125,548.82086,734.1932,821.91565,264.1539,876.2023,945.407,747.4812,982.45593,666.06696,1066.6235,251.62749
653,619.4884676,16.254845,,,,39,,,,,,,502.78812,204.00056,418.55487,398.49695,216.8276,416.19492,188.82115,169.05136,548.91077,135.27176,79.64253,321.59225,288.193,140.3307,234.33768,404.33713,24.730083,383.4199,425.76028,244.79547,536.4296,229.47716,576.869,12.676484
655,635.4552599,16.255201,,,,39,,,,,,,301.1846,185.01454,264.08618,233.90488,194.66518,260.19568,170.91216,171.58209,278.97513,153.42975,92.91704,236.88663,222.5909,159.8091,184.14006,245.26863,57.11503,262.87558,269.7533,200.47635,275.2666,199.4617,306.65787,44.687103
656,337.2052164,16.257524,,,,39,,,,,,,114.63805,92.56136,108.44012,105.80213,90.52248,106.70079,91.864784,86.77727,112.79721,85.315636,32.449257,113.88508,112.068825,82.899574,91.520096,114.1642,16.368755,103.81524,109.975,94.991615,125.78669,94.166275,121.715775,37.370277
658,651.4273674,16.260822,,,,,,,,,,,0,0,6.86656,2.2312202,0,2.3351345,0,0,30.723043,0,22.07745,0,0,0,92.36154,0,0,0,0,53.840584,6.8099756,0,4.995947,0
661,335.1248977,16.338137,,,,,,,,,,,172.25043,161.01007,168.0793,161.46588,168.59125,182.90031,157.73224,160.57529,172.54877,153.50519,150.96808,145.47366,153.98091,163.42175,164.50958,166.78363,168.59343,153.04196,168.14095,167.5994,159.93658,166.19061,172.70732,161.68236
662,298.2162669,16.351877,,,,,,,,,,,326.8908,700.5969,362.54333,631.1332,438.78958,523.1407,435.58096,380.63873,366.82928,340.8996,685.68207,590.74194,379.75232,373.11664,440.9237,527.82495,740.96747,703.0942,497.32642,314.8139,1807.0549,661.42804,1577.2283,563.2006
664,149.0229442,16.425852,,,,,,,,,,,37.29306,17.165474,44.8115,60.418247,32.15365,36.706947,51.742252,33.260986,25.703693,48.9167,20.762146,23.90297,38.94643,45.49288,45.70236,70.88774,42.563255,11.972498,28.311197,24.367567,63.292423,52.6505,29.506916,54.701443
665,301.1406522,16.40998,,,,,,,,,,,343.323,380.6841,394.43054,455.7709,353.8031,397.99612,417.57037,411.89008,353.94446,352.09607,384.37445,390.73883,351.8421,377.02707,386.0319,458.76242,412.2173,385.59143,341.54004,394.82123,476.47098,435.026,373.29498,443.20975
666,402.3574192,16.436455,,,,,,,,,,,0,2.2274427,4.5189857,31.775661,94.67833,0,0,0,7.852747,2.192974,0,2.3342085,0,0,28.023354,4.8818283,44.733505,99.72293,6.9279556,0,59.233658,9.731256,37.77636,2.673626
667,328.2268813,16.432257,,,,,,,,,,,191.08708,1061.4954,286.3415,2464.3965,948.59265,971.9078,643.17804,606.5211,198.09143,735.9731,654.0024,872.6551,481.75974,756.5602,492.8895,860.6202,734.2632,1196.7096,636.29755,1357.682,1767.2246,933.31256,3257.1738,608.54193
668,321.239573,16.474625,,,,,,,,,,,0,40.581562,25.207336,21.038618,20.195396,59.54507,38.065796,68.07479,2.4883938,44.48812,67.908325,37.786423,0,49.386917,0,72.9192,175.64807,93.70032,0,11.952099,72.65213,132.61258,38.490532,164.81364
669,312.2318607,16.48968,,,,,,,,,,,370.664,745.6882,394.46463,846.46515,543.98804,406.7519,450.2336,428.05533,335.47363,404.0017,473.44946,517.68774,344.6015,387.2874,387.09418,477.2323,529.262,572.97675,498.19907,397.44345,1635.576,570.9253,2204.33,437.8009
670,149.022977,16.505207,,,,71,,,,,,,63.972336,45.558666,65.29762,80.482735,35.028625,35.808746,67.47059,36.396805,52.702835,54.91618,58.92372,60.81677,51.421856,60.793247,58.056694,67.64712,58.346157,65.3035,59.458973,64.852745,70.51511,68.87632,52.527214,54.86595
671,301.1406257,16.503777,,,,71,,,,,,,416.08167,419.44604,434.4238,426.6061,393.59045,394.93997,433.99695,387.09735,355.63913,362.72064,388.53943,397.72708,388.4793,379.75766,354.4245,437.749,444.38467,398.7208,375.0942,383.5194,422.75778,423.7083,392.48874,435.10547
672,371.162204,16.51129,,,,,,,,,,,276.7364,692.3406,268.76035,478.83084,336.22925,116.83154,348.29025,625.34265,359.69754,604.21796,159.44911,34.77236,278.6029,374.54007,191.26749,101.85989,22.719696,412.3613,384.69934,176.31238,567.5576,67.437004,271.84885,34.09564
673,456.2981058,16.523207,,,,52,,,,,,,83.0498,18.747513,56.59685,13.104179,61.650665,77.311356,30.962193,20.812704,87.02718,91.92133,21.126915,82.04915,115.7751,90.284424,103.51821,62.029705,15.361832,44.379585,64.530594,139.68655,66.440216,71.21765,66.27859,29.68911
676,313.2733837,16.523035,,,,52,,,,,,,489.27737,297.9016,405.68915,285.02545,358.72562,493.84952,283.79138,281.7232,549.3492,467.52368,231.56393,489.4309,604.46936,501.32962,578.4391,409.97653,274.30313,546.34576,380.76178,789.89496,544.01953,459.72125,348.8947,238.85162
678,246.6232728,16.523745,,,,52,,,,,,,161.98055,94.30532,138.76743,92.69462,129.31757,158.57492,105.74453,100.523544,169.73662,163.31544,67.271065,177.77184,195.64287,154.18898,182.29005,140.31564,84.56495,173.99336,124.66492,239.53009,179.80725,158.0509,122.05946,86.98221
679,255.6285117,16.52196,,,,,,,,,,,68.9351,31.582546,61.10281,14.856049,28.004025,68.97499,33.126812,21.607906,63.550774,66.58289,7.50016,68.77913,89.38179,63.08911,77.818504,54.51921,22.710052,66.6686,49.195946,109.577736,72.606186,61.52689,21.821903,33.534126
680,473.2658831,16.527908,,,,,,,,,,,33.711815,0,22.769564,0,9.764451,31.029728,0,0,39.251637,24.947449,0,18.40296,54.7615,24.048237,43.567802,12.768488,0,38.338287,5.13004,75.80255,11.33358,22.360292,2.8301897,0
682,212.1429604,16.546925,,,,,,,,,,,88.931725,84.06454,81.54018,81.030846,84.183815,103.82685,73.43136,83.130905,102.868546,84.836426,99.3568,91.02025,89.47627,93.29257,100.79278,84.9152,102.34551,84.04768,83.03585,98.190414,91.845726,83.13852,92.43217,76.87251
683,310.2160039,16.59238,,,,,,,,,,,13.46313,86.5827,29.286983,69.332794,22.564655,33.821545,42.74921,37.250328,31.020687,29.433117,42.05198,49.793755,37.80717,32.338276,47.245193,43.18788,62.41949,55.607536,46.97902,29.509186,224.22592,52.796547,190.80583,41.879234
684,459.3550074,16.597252,,,,,,,,,,,26.260756,0,0,0,66.89198,0,0,0,0,0,105.405174,0,100.48289,0,0,0,69.01335,43.425903,0,150.84752,8.206896,0,0,0
685,437.3730295,16.600464,,,,,,,,,,,48.695873,0,0,0,70.59705,0,0,0,0,0,89.00606,0,86.55257,0,0,0,53.474552,35.88648,0,122.031166,12.048729,0,0,0
686,330.2057328,16.611399,,,,,,,,,,,0,0,24.503952,0,0,0,0,0,61.12216,0,0,0,0,0,6.925582,0,0,0,43.345074,2.5506353,80.27885,0,0,0
687,340.2270143,16.65502,,,,41,,,,,,,555.71356,2615.807,945.55707,5193.375,2408.4182,2977.6968,1685.5425,1575.8726,643.6094,1926.7905,2114.5366,2593.0918,1537.088,1993.0317,1574.9495,2373.8164,2250.6274,3303.1594,2160.1904,2926.1716,4782.1265,2748.7075,5878.3364,1889.5046
688,197.6166496,16.662249,,,,,,,,,,,61.2383,44.72009,45.59714,8.895554,19.307667,38.269436,9.533414,13.27438,21.163769,25.703377,2.3349638,58.84833,66.31158,15.17279,63.02297,53.852604,7.7023087,34.318386,64.54685,25.892399,41.078327,39.871746,42.45049,0
689,251.2365427,16.659641,,,,41,,,,,,,72.11005,56.946487,59.72788,54.789085,37.69917,54.025723,24.050673,5.886139,43.033123,28.294876,2.5355072,80.16971,82.23958,30.626293,92.92836,68.36453,19.185625,40.38233,84.72764,51.52406,40.795815,63.63795,55.399784,0
694,615.4581625,16.657125,,,,,,,,,,,29.603207,8.052443,2.4688854,7.1600065,0,2.3736649,0,0,0,0,0,36.549656,45.888695,0,42.304222,26.188057,0,0,39.03177,0,7.5116835,22.779243,14.956848,0
695,324.2316519,16.67268,,,,,,,,,,,4.4200554,47.993706,2.2101402,33.728867,15.241194,9.051782,4.9402857,4.3945312,2.197754,2.1584873,24.122482,18.834255,2.7514315,5.30632,11.904915,7.129586,22.615896,26.105064,19.98714,0,119.18416,15.399808,87.73166,5.0774097
696,316.2271331,16.698336,,,,,,,,,,,6263.2446,15424.984,11159.372,22742.11,14311.278,21691.842,12669.069,11582.808,6747.334,11845.817,19339.592,20918.186,10757.292,11954.62,11449.038,18838.795,20472.385,23673.59,14826.896,13704.791,31973.611,20603.033,25230.428,17674.822
697,699.3916947,16.70136,,,,,,,,,,,73.200226,96.176056,61.06795,77.42541,76.51502,119.954414,90.35041,94.0081,52.408264,64.68957,185.98665,73.604836,36.027004,37.87111,16.232944,81.367714,199.79362,135.15283,18.248096,65.69547,113.3393,101.385475,95.217155,244.78596
699,189.1480953,16.718843,,,,,,,,,,,18.557043,47.951485,13.749369,33.224976,5.2463455,87.334885,38.41884,52.60758,10.186146,14.759259,108.470184,35.670647,7.670577,33.35357,30.30085,22.549957,99.74717,93.116844,12.920807,39.968327,76.27267,51.366062,29.945179,95.201065
700,359.2788293,16.72224,,,,72,,,,,,,118.904434,198.76917,118.775,172.07913,159.64581,323.7499,179.58327,186.28143,108.004684,154.48639,351.8994,163.29056,110.18967,150.20863,136.50848,168.16074,339.00354,373.196,95.69844,177.55482,287.4076,208.2649,205.14632,335.84396
701,527.318759,16.72294,,,,72,,,,,,,462.82004,718.2563,439.34076,610.6776,591.2228,1207.5305,669.7715,690.88403,399.71103,519.22473,1092.07,605.3726,413.7801,530.77875,478.44827,592.7825,1217.4426,1307.5697,384.7274,627.5656,993.83154,699.388,704.4249,1223.658
702,171.1374773,16.720804,,,,,,,,,,,20.560575,52.345512,2.562046,43.010414,27.008467,81.26332,25.435162,10.146505,2.9197798,34.904625,86.985504,24.913258,16.048035,23.044397,17.551044,24.437246,80.87589,82.513626,2.960081,34.934216,69.88545,29.571772,35.875168,93.963394
703,153.1270603,16.723322,,,,,,,,,,,2.385107,27.945774,2.17177,5.728428,17.954346,59.813057,19.378546,13.000069,2.34758,10.194632,69.74973,15.179231,4.574115,9.709132,2.7729607,19.47443,62.621647,61.507004,0,12.255471,52.188564,23.97519,10.771671,56.16855
704,549.300299,16.724195,,,,,,,,,,,32.805706,66.54084,31.321903,47.34898,58.401894,111.72145,40.18921,52.210846,24.902683,40.10559,62.471436,49.17987,14.732749,42.993996,22.875557,55.66146,108.10324,107.434616,25.307638,55.786884,79.61446,58.5632,57.227234,106.969604
705,292.6587721,16.721346,,,,,,,,,,,5.0202484,11.356417,5.612793,18.43845,18.14463,62.26427,24.001953,24.038403,7.42729,15.424089,61.440895,16.145252,2.4192924,13.712292,10.180413,7.4544373,57.534718,63.445114,2.1756535,30.875916,46.85025,22.767105,13.390218,66.78795
706,332.3308578,16.74721,,,,,,,,,,,2280.9219,1813.5049,2141.7188,529.6441,1510.5514,985.5123,1446.2155,685.125,625.52637,646.74225,251.87283,655.53253,989.9587,641.17737,2767.362,728.07697,262.24823,1881.8201,1151.8284,491.2436,1351.966,960.3793,849.5509,1631.8604
707,371.1622401,16.724852,,,,,,,,,,,77.455025,240.88466,29.578093,161.38066,121.30965,2.4070063,100.80526,157.55061,218.41878,202.1683,2.3637733,2.5183754,101.72543,132.19499,79.46435,21.117785,0,53.374023,122.900444,2.8251772,203.21121,2.5552053,50.18268,2.4333
708,298.2165784,16.764166,,,,17,,,,,,,7189.652,14270.472,8363.598,11195.881,9224.079,10442.803,9387.83,8553.974,8077.5664,7554.4546,13813.519,12452.303,8123.7744,7713.283,9239.819,11068.561,14908.574,13160.83,9763.843,6069.508,31906.387,12553.211,20175.3,11995.875
709,320.1978048,16.761772,,,,,,,,,,,0,34.375633,2.2743645,14.2603655,0,2.5198689,4.4120007,4.896641,0,0,17.15805,11.695286,0,0,2.2399836,10.204848,21.71025,23.940018,2.5069685,0,95.045235,26.758316,54.79408,15.719573
711,300.2321441,16.774534,,,,17,,,,,,,7698.746,13928.749,9362.206,11912.37,9670.59,12003.543,9835.839,9052.396,8469.129,7950.155,14963.594,13578.304,8242.206,8126.182,9657.736,12141.964,15964.371,14414.961,10430.951,6581.5044,31332.76,13760.805,20967.975,13013.474
712,716.5217661,16.857294,,,,,,,,,,,43.514603,28.618452,0,0,0,210.50345,0,0,162.92226,73.6848,313.48663,104.415565,1841.4254,68.44532,106.79656,0,105.52084,213.08058,23.695797,296.04037,1445.755,2093.0571,306.4692,0
713,279.2313545,16.845457,,,,,,,,,,,0,23.211262,4.6850204,18.70487,5.0497,27.587906,20.656683,28.02531,7.563631,9.066175,3.0665932,2.4455652,0,14.584839,2.3067284,43.17111,52.738476,39.113625,0,2.483242,74.637825,60.937325,31.499361,77.731895
717,324.2316544,16.862965,,,,,,,,,,,32.348053,116.948975,25.41315,87.78244,54.946796,49.55965,57.012966,46.364815,30.696938,8.054929,71.450066,59.661217,34.68283,45.11213,18.54618,60.344517,76.10612,76.86494,46.159004,24.008762,253.66722,69.91898,320.80096,66.31311
720,259.6310598,16.900614,,,,,,,,,,,77.082924,0,71.65375,18.887863,17.132973,61.186398,8.759416,49.958473,64.82392,63.14148,23.1825,76.87125,63.877457,69.82764,44.872627,2.368,51.811398,69.27271,3.9041185,62.77412,79.1167,68.628525,37.52745,48.153046
722,339.2888238,16.90766,,,,42,,,,,,,85.88376,0,87.49958,33.920517,22.14198,66.66679,3.0183773,58.661858,71.847626,77.12056,54.434486,84.11351,66.33397,73.21099,42.079567,3.921524,65.22022,72.459435,12.696007,69.21838,89.654785,72.54847,28.129915,60.6535
723,456.2980283,16.9327,,,,9,,,,,,,32.952026,8.003981,88.37671,25.088875,24.221859,104.83005,39.135834,90.95186,27.208563,60.73031,75.62712,130.2595,19.591629,52.757053,25.11082,11.5011,102.24545,59.11152,5.86042,23.585062,97.76123,106.230446,28.945919,90.60115
724,246.6232652,16.932524,,,,9,,,,,,,29.094345,44.344715,99.78538,7.2036343,36.634758,105.55303,81.23671,87.20034,14.43413,64.201775,80.77995,126.24386,20.355997,65.80351,23.705599,52.924934,111.15674,105.04729,22.072506,30.70404,92.673,105.67678,34.276554,103.0881
728,255.6285309,16.93394,,,,9,,,,,,,52.917305,40.833828,95.67825,17.538298,47.124226,115.54881,82.89313,105.38608,52.7539,66.058205,86.277115,132.84883,48.429565,76.38917,13.772289,72.99387,124.19485,104.01011,19.082863,58.5249,92.084076,112.219795,27.785923,111.532196
729,313.2732525,16.935516,,,,,,,,,,,0,2.436308,39.595856,2.2447662,2.46698,57.696598,13.5532675,38.11022,2.3256426,18.429182,35.526814,63.651012,2.4283829,19.101126,0,5.7208443,57.508446,27.687948,0,14.70907,42.852345,51.549152,2.1972656,35.873787
730,473.2660266,16.93294,,,,,,,,,,,0,0,32.408997,0,5.0588827,50.73533,21.50317,29.366282,0,2.4284334,18.470095,59.082928,0,9.884028,0,9.761587,50.510937,46.89972,0,2.2613716,40.31664,36.55577,0,23.859798
731,226.1584747,17.003231,,,,,,,,,,,102.99882,109.04046,116.10851,154.45656,114.0715,90.349236,127.51002,117.05542,86.82809,99.71548,93.30874,103.25991,105.85098,93.14424,87.80597,153.41495,90.954605,87.32584,109.55123,90.08373,114.626945,109.212135,102.80825,136.92213
732,371.1622089,17.020117,,,,,,,,,,,63.89295,222.64603,67.8911,131.06305,93.748055,17.255865,98.85865,169.95276,166.5069,169.06107,12.468366,8.419723,82.36573,158.50665,86.21432,16.477001,0,114.29862,109.64514,25.0741,166.08951,16.311226,72.125275,11.560335
733,716.5218759,17.091547,,,,,,,,,,,4.7830467,23.296268,0,0,0,334.95947,0,0,220.09572,142.0034,354.23993,1545.4574,224.18582,110.15577,387.58377,0,228.39871,1895.358,5.7244644,144.93137,50.48653,210.73715,211.83398,0
734,342.2427443,17.111797,,,,,,,,,,,1554.3846,5543.3354,2881.688,9731.842,5170.094,6738.232,4164.5957,3809.1196,1700.4514,4226.4883,5575.127,6238.25,3190.1345,4312.159,3430.733,5587.466,6024.5967,7203.4307,4581.695,5564.282,10618.207,6132.4995,11071.351,4930.453
735,716.5218191,17.146946,,,,,,,,,,,4.7830467,38.797268,0,0,0,359.07556,0,0,238.23105,255.04034,272.98944,209.84792,134.70213,31.038963,2382.053,0,1271.5625,188.84462,2.9466705,179.81111,44.370472,36.40826,231.48016,0
736,326.2477257,17.192911,,,,37,,,,,,,2354.48,5054.333,2733.6145,4601.8374,3426.4998,3907.1597,3272.6438,3059.0977,2540.2766,2802.311,4755.8833,4168.831,2444.8997,2833.465,2939.5247,3783.3357,5066.091,4639.3125,3228.955,2401.2336,10985.6045,4360.744,8133.7905,3935.5757
737,324.2321649,17.20254,,,,37,,,,,,,1929.2725,4788.944,2187.2732,4040.1453,3035.7937,2786.7659,2840.9536,2489.6023,2181.352,2427.371,3478.232,3280.9119,2265.465,2480.5369,2498.3748,2958.1863,3799.735,3617.686,2757.5847,2060.3923,9752.345,3344.5034,7090.2246,2994.8284
738,298.3467012,17.222513,,,,,,,,,,,4106.17,4829.6147,4673.4233,6379.6006,5701.7554,4986.0757,5093.2534,4994.6045,5066.323,4983.9873,4975.19,4511.612,4610.208,4994.412,5290.0776,5260.4614,4507.864,4970.1045,6488.0737,5511.2153,6726.494,4328.7183,6883.954,4924.3506
739,228.2318657,17.271898,,,,,,,,,,,19.2614,27.20992,36.191048,64.53717,36.691757,2.2185688,44.977203,16.406586,2.4841118,7.2310085,11.972643,14.210328,20.40978,2.351427,2.2576046,64.30808,7.1721363,9.630817,6.918497,15.114682,32.83896,6.530176,12.560748,40.83592
740,596.2122513,17.287184,,,,,,,,,,,183.76672,0,73.887276,0,0,0,0,0,169.5153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,368.195206,17.292768,,,,,,,,,,,2.3164368,55.189262,2.1457586,25.546555,37.557446,50.743412,27.755405,9.061289,0,12.314376,105.50284,21.060656,0,7.324417,2.3006039,41.518574,109.62857,53.969627,9.160937,27.535423,61.722958,38.33466,63.888847,45.731663
742,701.4078109,17.300236,,,,55,,,,,,,347.09265,761.4565,329.34683,749.862,578.97296,904.97144,661.4996,616.6061,266.516,473.6295,1034.2272,633.96906,274.24277,464.53397,308.77393,735.6657,1189.3687,882.87354,378.4228,584.1619,904.74347,797.5882,873.09705,1179.7728
743,387.309933,17.302904,,,,55,,,,,,,55.08383,152.41656,54.360783,141.6491,115.834946,180.63483,116.26535,119.541855,45.75383,64.23211,229.73676,114.446175,31.874535,70.49064,57.730675,134.36847,228.40845,180.94067,51.460793,116.08372,183.3438,148.3682,144.08798,246.09409
747,679.4259531,17.302359,,,,,,,,,,,2.6752453,67.733444,2.919321,38.30218,36.428978,80.0501,38.216934,41.952545,2.3874578,26.717855,102.79019,34.487694,2.431407,24.458138,2.4995375,50.60722,120.90364,74.32489,4.9427233,42.082615,104.16211,79.23946,86.16082,141.46115
748,1158.726236,17.307657,,,,,,,,,,,14.286709,0,11.65051,2.1586914,2.253334,33.942112,13.056716,12.761206,0,2.1800222,48.09487,31.132318,4.729845,2.240038,0,17.541447,55.41362,42.271362,0,2.4064693,51.935196,47.686863,2.4633408,78.68311
749,309.2031378,17.31127,,,,55,,,,,,,59.70641,71.77475,54.55991,80.279076,64.69065,61.767403,66.50878,58.673267,59.646664,53.24098,54.14748,49.317245,55.1722,57.579678,72.83631,69.26031,58.682297,56.023785,59.2312,31.815563,72.2054,65.30127,64.66652,62.905525
751,259.6311169,17.312328,,,,55,,,,,,,392.44888,151.23647,398.9017,161.39581,231.82416,310.41425,250.95259,304.47693,384.73398,287.04416,307.1686,353.23605,424.81763,301.33752,352.09705,230.25485,339.7735,313.98743,280.46844,241.69446,314.91077,352.49695,153.11981,359.68137
752,598.8404868,17.306944,,,,,,,,,,,14.253193,9.779952,15.509403,17.666718,8.741189,53.04613,33.822727,32.41931,0,5.095854,64.65073,6.9175606,12.382342,17.829197,15.71283,21.39725,78.9459,58.044914,4.735014,23.963951,58.88333,41.863747,12.072871,84.751305
753,268.6363271,17.315731,,,,55,,,,,,,211.94984,59.50999,209.70451,72.871185,121.940025,144.60178,118.78852,158.64806,175.63736,137.90892,140.96687,177.17957,210.64194,146.9385,168.00659,113.93794,154.90016,149.85742,145.68193,111.88343,149.68596,170.21532,36.52747,178.7569
755,499.2814567,17.313763,,,,55,,,,,,,206.22523,7.724985,214.64877,26.477947,73.3432,118.360954,79.259,121.39564,164.31696,111.73861,111.82301,184.71376,257.27737,109.7931,161.30557,59.79867,129.3623,130.55505,108.880104,70.93001,128.1232,168.31487,4.2721395,163.97928
756,959.6083768,17.314827,,,,55,,,,,,,289.65225,2.3646355,330.1375,5.355975,60.702736,110.107475,68.79169,150.1758,196.44942,99.93324,112.1403,207.13434,327.2149,119.757,157.3143,37.174408,127.41559,152.7174,114.391304,47.820503,141.33061,173.86311,2.4933815,208.89949
757,339.2888645,17.312693,,,,55,,,,,,,142.31284,20.881525,137.50005,11.85686,40.09996,85.41323,57.346,83.48938,125.81429,71.847206,98.1913,103.022255,129.84547,74.07912,106.78656,44.44526,113.96829,89.35198,53.055904,32.56998,83.216515,98.55744,5.988064,104.16026
759,429.3180526,17.35722,,,,,,,,,,,81.87465,61.44057,75.32239,62.375286,42.524246,43.84371,38.65014,165.78687,72.6143,88.154686,45.575737,78.08104,7.654806,51.817833,42.265,175.0838,14.196325,24.83512,57.25252,74.6311,56.52536,58.67277,66.72404,79.61491
762,267.6173806,17.342861,,,,55,,,,,,,0,0,0,0,0,0,0,0,2.236061,0,133.14655,0,0,0,135.96884,0,0,0,0,14.54064,0,0,0,0
763,473.3443365,17.36862,,,,,,,,,,,25.700485,88.26346,43.67958,9.238241,23.493746,30.64759,136.55853,58.772392,67.76709,66.48363,204.9944,96.88762,99.83253,59.180122,107.88713,236.76526,118.30885,93.496254,67.13399,85.45314,93.94995,248.46141,109.88718,77.31735
764,517.3704582,17.36809,,,,,,,,,,,267.85178,85.25171,272.9762,95.17068,253.79492,88.86778,63.040707,104.298195,223.25296,110.76737,17.822956,53.56348,102.69129,74.84161,41.778893,73.48599,111.37879,18.233217,149.56024,74.49271,146.9841,255.55672,57.267864,233.37238
765,326.3776933,17.367918,,,,,,,,,,,305.66757,158.01033,136.83067,182.0949,176.18907,207.46053,269.75613,156.58514,187.57272,142.19603,188.53748,190.93343,242.15149,148.72194,178.20572,226.94992,178.54749,174.66145,223.02075,167.9517,261.82968,185.48273,222.02118,177.88274
766,385.1777782,17.378967,,,,,,,,,,,21.322968,408.8894,98.001686,276.88156,168.0843,50.27967,203.29099,275.20526,434.60757,289.55624,22.204147,10.008765,79.470955,281.00858,232.41278,38.427002,2.1593485,287.4227,213.0141,65.84052,285.09497,16.90631,124.77753,39.979275
767,561.3966177,17.395191,,,,,,,,,,,234.21556,241.00812,232.31415,200.5294,227.35591,91.946655,221.96193,227.89697,46.00743,196.5252,75.63031,133.52443,56.319862,60.9312,31.137611,212.34785,83.94715,20.93657,67.039925,44.087204,213.44055,111.928474,234.22617,207.46146
770,351.2498481,17.480995,,,,,,,,,,,2.2270155,18.921215,14.325947,0,0,2.774684,4.7768383,0,2.1421814,0,41.39872,81.89995,0,0,0,100.772896,74.0107,25.946815,2.3134632,0,105.70861,114.02046,0,64.50481
771,329.2680546,17.47936,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,13.396067,0,0,0,41.669453,14.565093,0,0,0,42.665363,45.9361,0,13.224991
772,473.3443378,17.483736,,,,,,,,,,,214.27579,231.06369,221.92122,225.9359,211.78983,214.13669,220.48148,209.2515,168.1647,218.65271,85.78137,231.30653,228.1001,78.87527,207.24281,137.54503,209.34569,202.05885,222.80981,213.01529,239.85329,162.54897,263.85013,215.55891
773,429.3180204,17.478558,,,,,,,,,,,197.74818,195.32932,70.05351,29.16942,174.50366,64.750854,69.118904,51.145157,187.50323,55.481842,189.7101,36.216286,89.32905,33.432102,176.36452,23.505283,184.72447,25.817257,185.0732,38.93497,180.6353,57.043037,183.312,29.682224
774,517.3704329,17.482649,,,,,,,,,,,137.15948,258.50253,130.60333,235.97533,165.6184,235.24269,245.01315,278.08707,114.94873,226.47694,212.30855,242.72086,257.43326,219.36922,228.31712,250.07617,220.90562,213.13568,288.065,230.0286,270.23624,176.11002,279.85706,119.36948
