feature_name,mz,rt,metabolite_annotation,adducts_anno,neutral_loss_annotation,ISF_anno,iso_anno,group,cor_group,check_group,user_anno
FT1139,293.1701,1112.8,NA,NA,NA,,,NA,NA,,
FT1140,326.248,1114.2,NA,NA,NA,,,NA,corgroup230,,
FT1142,328.2637,1115.5,NA,NA,NA,,,NA,corgroup230,,
FT1143,280.1622,1117,NA,NA,NA,,,NA,corgroup230,,
FT1144,255.232,1117.5,NA,NA,NA,,,NA,NA,,
FT1145,299.1958,1117.5,NA,NA,NA,,,NA,NA,,
FT1146,354.3186,1134.6,NA,NA,NA,,,NA,NA,,
FT1147,751.4311,1121.6,NA,NA,NA,,,NA,NA,,
FT1148,729.4396,1121.7,NA,NA,NA,,,NA,corgroup211,,
FT1149,258.1489,1130.8,NA,NA,NA,,,NA,NA,,
FT1150,370.2742,1122.9,NA,NA,NA,,,NA,corgroup211,,
FT1151,695.3916,1128.1,NA,NA,NA,,,NA,NA,,
FT1152,679.4184,1128.1,NA,NA,NA,,,NA,NA,,
FT1153,497.2793,1129.3,NA,NA,NA,,,NA,corgroup189,,
FT1154,352.2635,1131.8,NA,NA,NA,,,NA,corgroup189,,
FT1155,354.2794,1132.9,NA,NA,NA,,,NA,corgroup192,,
FT1156,581.3657,1135.8,NA,NA,NA,,,NA,corgroup192,,
FT1157,501.3762,1142.3,NA,NA,NA,,,NA,NA,,
FT1158,457.3499,1141.3,NA,NA,NA,Precursor; FT1158_MS2 match,,group132,NA,,
FT1159,369.2976,1147.7,NA,NA,NA,Precursor; FT1159_MS2 match,,group133,NA,,
FT1160,353.2662,1141.8,NA,NA,NA,,,NA,NA,,
FT1161,413.3238,1143,NA,NA,NA,Precursor; FT1161_MS2 match,,group134,NA,,
FT1162,280.1622,1147.7,NA,NA,NA,,,NA,NA,,
FT1163,256.2636,1148.6,NA,NA,NA,Precursor; FT1163_MS2 match,,group135,NA,,
FT1164,457.3499,1147.5,NA,NA,NA,Precursor; FT1164_MS2 match,,group136,NA,,
FT1166,369.2976,1152.4,NA,NA,NA,Precursor; FT1166_MS2 match,,group137,NA,,
FT1167,413.3238,1147.6,NA,NA,NA,Precursor; FT1167_MS2 match,,group138,NA,,
FT1168,379.2819,1154.5,NA,NA,NA,,,NA,NA,,
FT1169,304.2612,1161.1,NA,NA,NA,,,NA,corgroup113,,
FT1170,282.2793,1161.3,NA,NA,NA,,,NA,corgroup113,,
FT1171,325.2715,1164.7,NA,NA,NA,Precursor; FT1171_MS2 match,,group139,NA,,
FT1172,576.1059,1163.8,NA,NA,NA,,,NA,corgroup174,,
FT1173,562.1298,1163.7,NA,NA,NA,FT1174_MS2 match,,group140,NA,,
FT1174,559.1314,1163.8,NA,NA,NA,Precursor; FT1174_MS2 match,,group140,corgroup174,+,
FT1175,560.1322,1163.8,NA,NA,NA,FT1174_MS2 match,,group140,corgroup174,+,
FT1176,561.1298,1163.8,NA,NA,NA,FT1174_MS2 match,,group140,corgroup174,+,
FT1177,575.1052,1163.9,NA,NA,NA,,,NA,corgroup174,,
FT1179,369.2976,1168,NA,NA,NA,Precursor; FT1179_MS2 match,,group141,NA,,
FT1180,583.3815,1170.7,NA,NA,NA,,,NA,NA,,
FT1181,354.3186,1180.8,NA,NA,NA,,,NA,NA,,
FT1182,282.2792,1176.3,NA,NA,NA,,,NA,NA,,
FT1183,427.3393,1185.3,NA,NA,NA,,,NA,NA,,
FT1184,239.237,1186.7,NA,NA,FT1188-H2O,,,group142,NA,,
FT1185,301.2114,1186.6,NA,NA,NA,,,NA,NA,,
FT1186,369.1986,1186.9,NA,NA,NA,,,NA,NA,,
FT1187,354.3187,1197.4,NA,NA,NA,,,NA,NA,,
FT1188,257.2476,1186.8,NA,NA,NA,,,group142,corgroup106,+,
FT1189,282.1464,1188,NA,NA,NA,,,NA,corgroup106,,
FT1190,437.1862,1187,NA,NA,NA,,,NA,NA,,
FT1191,310.1776,1189.5,NA,NA,NA,,,NA,corgroup106,,
FT1192,293.1699,1191.5,NA,NA,NA,,,NA,NA,,
FT1193,310.1777,1194.9,NA,NA,NA,,,NA,NA,,
FT1194,282.1464,1196.1,NA,NA,NA,,,NA,corgroup133,,
FT1195,265.2526,1196.2,NA,NA,FT1197-H2O,,,group143,corgroup252,+,
FT1196,631.4644,1196.2,NA,NA,NA,,,NA,NA,,
FT1197,283.2632,1196.2,NA,NA,NA,,,group143,corgroup252,+,
FT1198,327.2271,1196.2,NA,NA,NA,,,NA,NA,,
FT1199,609.4826,1196.2,NA,NA,NA,,,NA,corgroup252,,
FT1200,289.1993,1196.3,NA,NA,NA,,,NA,corgroup133,,
FT1201,395.2144,1196.6,NA,NA,NA,,,NA,NA,,
FT1202,463.2017,1196.7,NA,NA,NA,,,NA,NA,,
FT1203,258.1488,1194.9,NA,NA,NA,,,NA,NA,,
