"feature_name","mz","rt","metabolite_annotation","adducts_anno","neutral_loss_annotation","ISF_anno","iso_anno","group","cor_group","check_group","user_anno"
"FT0758",232.1331,682,NA,NA,NA,"","",NA,NA,"",""
"FT0206",232.8966,66.6,NA,NA,NA,"","",NA,"corgroup78","",""
"FT0808",233.1076,750.5,NA,NA,NA,"","[39][M+2]+","group79","corgroup127","+",""
"FT0241",233.1131,77.3,NA,NA,"FT0244-CO2","","","group11",NA,"",""
"FT0748",233.1326,680.2,NA,NA,"FT0751-CH3NH2","Precursor; FT0748_MS2 match; FT0751_MS2 match","[40][M]+","group69","corgroup172","+",""
"FT0749",234.136,680.2,NA,NA,NA,"FT0748_MS2 match; FT0751_MS2 match","[40][M+1]+","group69","corgroup172","+",""
"FT0616",234.2064,587.7,NA,NA,NA,"Precursor; FT0616_MS2 match","[41][M]+","group56","corgroup41","+",""
"FT0204",234.8939,66.6,NA,NA,NA,"","",NA,"corgroup106","",""
"FT0513",235.0576,516.7,NA,NA,NA,"","","group43","corgroup146","+",""
"FT0750",235.1393,680.2,NA,NA,NA,"FT0751_MS2 match","[40][M+2]+","group69","corgroup172","+",""
"FT0615",235.2098,587.7,NA,NA,NA,"","[41][M+1]+","group56","corgroup41","+",""
"FT0557",237.5601,537.3,NA,"[3M+H+K]2+ 145.0528",NA,"Precursor; FT0566_MS2 match","[42][M]2+","group48","corgroup157","+",""
"FT0551",238.0616,537.2,NA,NA,NA,"","[42][M+1]2+","group48","corgroup157","+",""
"FT0353",239.149,381.5,NA,NA,NA,"","",NA,"corgroup220","",""
"FT0544",239.571,537.2,NA,NA,NA,"Precursor; FT0544_MS2 match; FT0557_MS2 match; FT0559_MS2 match; FT0564_MS2 match; FT0566_MS2 match","[43][M]2+","group48","corgroup164","",""
"FT0429",240.0632,507.4,NA,NA,NA,"","[44][M]2+","group38","corgroup119","+",""
"FT0538",240.0726,537.2,NA,NA,NA,"FT0557_MS2 match","[43][M+1]2+","group48","corgroup164","",""
"FT0983",240.1383,870,NA,NA,NA,"","","group112","corgroup135","+",""
"FT0445",240.5644,507.4,NA,NA,NA,"","[44][M+1]2+","group38","corgroup119","+",""
"FT0552",240.5692,537.2,NA,"[3M+2Na]2+ 145.0528",NA,"FT0557_MS2 match","[43][M+2]2+","group48","corgroup157","+",""
"FT0442",241.0626,507.4,NA,NA,NA,"","[44][M+2]2+","group38","corgroup119","+",""
"FT0242",241.0818,77.8,NA,NA,"FT0243-H2O","","","group11",NA,"",""
"FT0895",242.154,785.4,NA,NA,NA,"","[45][M]+","group91","corgroup209","+",""
"FT0251",242.5621,82.2,NA,NA,NA,"","",NA,"corgroup4","",""
"FT0789",242.5701,737.7,NA,NA,NA,"","",NA,"corgroup28","",""
"FT0194",242.9255,65.8,NA,NA,NA,"","",NA,"corgroup106","",""
"FT0570",243.0876,555.4,NA,NA,NA,"","",NA,NA,"",""
"FT0894",243.1572,785.4,NA,NA,NA,"","[45][M+1]+","group91","corgroup30","+",""
"FT0899",244.1696,788.9,NA,NA,NA,"","[46][M]+","group92","corgroup124","+",""
"FT0768",244.1907,701.1,NA,NA,NA,"","","group72","corgroup206","+",""
"FT0190",244.9241,65.8,NA,NA,NA,"","",NA,"corgroup106","",""
"FT0887",245.0784,773.9,NA,NA,NA,"","",NA,NA,"",""
"FT0996",245.1078,882.7,NA,NA,NA,"Precursor; FT0996_MS2 match","","group115","corgroup162","+",""
"FT0956",245.1148,860,NA,NA,NA,"","",NA,NA,"",""
"FT0900",245.1732,788.9,NA,NA,NA,"","[46][M+1]+","group92","corgroup124","+",""
"FT0558",245.5462,537.3,NA,NA,NA,"Precursor","[47][M]2+","group48","corgroup157","+",""
"FT0412",245.5914,498.7,NA,NA,NA,"","",NA,NA,"",""
"FT1092",245.6159,919.5,NA,NA,NA,"","",NA,"corgroup79","",""
"FT0545",246.0477,537.2,NA,NA,NA,"","[47][M+1]2+","group48","corgroup164","",""
"FT0898",246.1761,788.9,NA,NA,NA,"","[46][M+2]+","group92","corgroup124","+",""
"FT0559",246.5653,537.3,NA,NA,NA,"Precursor; FT0566_MS2 match","[48][M]2+","group48","corgroup157","+",""
"FT1223",246.6237,999,NA,NA,NA,"","",NA,"corgroup57","",""
"FT1182",246.6237,977.2,NA,NA,NA,"","",NA,"corgroup5","",""
"FT0760",247.0479,689.6,NA,NA,NA,"","",NA,NA,"",""
"FT0220",247.0578,71.2,NA,NA,NA,"","",NA,"corgroup9","",""
"FT0560",247.0668,537.3,NA,NA,NA,"FT0566_MS2 match","[48][M+1]2+","group48","corgroup157","+",""
"FT1163",247.2269,960.9,NA,NA,NA,"","",NA,"corgroup90","",""
"FT0456",248.0519,507.4,NA,"[3M+H+K]2+ 152.0473",NA,"FT0458_MS2 match","[49][M]+","group38","corgroup119","+",""
"FT0835",248.1282,750.5,NA,"[M+NH4]+ 230.0943",NA,"","","group79","corgroup127","+",""
"FT0430",248.5536,507.4,NA,NA,NA,"","[49][M+1]2+","group38","corgroup119","+",""
"FT0205",248.8706,66.6,NA,NA,NA,"","",NA,"corgroup106","",""
"FT0431",249.0546,507.4,NA,NA,NA,"","[49][M+2]2+","group38","corgroup119","+",""
"FT0938",249.1826,824.1,NA,NA,NA,"","",NA,"corgroup56","",""
"FT0873",250.0753,750.8,NA,"[2M+H+K]2+ 230.0943",NA,"FT0842_MS2 match","[50][M]2+","group79","corgroup127","+",""
"FT0879",250.1778,758.3,NA,NA,NA,"","",NA,"corgroup217","",""
"FT0804",250.5769,750.5,NA,NA,NA,"FT0842_MS2 match","[50][M+1]2+","group79","corgroup127","+",""
"FT0207",250.868,66.6,NA,NA,NA,"","",NA,"corgroup106","",""
"FT0617",251.1855,588,NA,NA,NA,"","",NA,"corgroup103","",""
"FT0782",251.5754,737.5,NA,NA,NA,"","",NA,NA,"",""
"FT0821",253.0837,750.5,"Naproxen [M+Na]+","[M+Na]+ 230.0943","FT0870-γ-GluAlaGly-2H","Precursor; FT0809_MS2 match","[51][M]+","group79","corgroup127","+",""
"FT0949",253.1774,847.1,NA,NA,NA,"","",NA,"corgroup60","",""
"FT1067",253.1777,902.8,NA,NA,NA,"","",NA,"corgroup59","",""
"FT0553",253.5683,537.2,NA,NA,"FT0566-Pyroglutamic acid","Precursor","[52][M]2+","group48","corgroup157","+",""
"FT0561",254.0699,537.3,NA,NA,NA,"","[52][M+1]2+","group48","corgroup157","+",""
"FT0705",254.084,635.9,NA,"[3M+H+K]2+ 156.0687",NA,"","","group65","corgroup155","+",""
"FT0822",254.0871,750.5,NA,NA,NA,"FT0809_MS2 match","[51][M+1]+","group79","corgroup127","+",""
"FT0823",255.0895,750.5,NA,NA,NA,"FT0809_MS2 match","[51][M+2]+","group79","corgroup127","+",""
"FT1401",255.232,1117.8,NA,NA,NA,"","",NA,NA,"",""
"FT0432",256.0381,507.4,NA,NA,NA,"","[53][M]2+","group40","corgroup119","+",""
"FT0945",256.1696,844,NA,NA,NA,"","",NA,"corgroup21","",""
"FT1420",256.2635,1148.6,NA,NA,NA,"Precursor; FT1420_MS2 match","","group221",NA,"",""
"FT0450",256.5399,507.4,NA,NA,NA,"","[53][M+1]2+","group40","corgroup119","+",""
"FT0433",257.0572,507.4,NA,NA,NA,"Precursor","[54][M]2+","group38","corgroup119","+",""
"FT0665",257.1288,623.9,NA,NA,"FT0633-OH; FT0672-H2O","Precursor; FT0668_MS2 match; FT0672_MS2 match","[55][M]+","group57","corgroup133","+",""
"FT1439",257.2476,1186.8,NA,NA,NA,"","",NA,"corgroup48","",""
"FT0434",257.5588,507.4,NA,NA,NA,"","[54][M+1]2+","group38","corgroup119","+",""
"FT0666",258.1319,623.9,NA,NA,NA,"FT0668_MS2 match","[55][M+1]+","group57","corgroup133","+",""
"FT0884",258.149,764.4,NA,NA,NA,"","[56][M]+","group87","corgroup43","+",""
"FT0947",258.1853,846,NA,NA,NA,"","[57][M]+","group102",NA,"",""
"FT0196",258.8994,66.1,NA,NA,"FT0177-C3H9O6P","","","group6","corgroup117","",""
"FT0243",259.0925,77.8,NA,NA,"FT0244-H2O","","[58][M]+","group11","corgroup89","+",""
"FT0883",259.1523,764.3,NA,NA,NA,"","[56][M+1]+","group87","corgroup43","+",""
"FT0948",259.1886,846.1,NA,NA,NA,"","[57][M+1]+","group102","corgroup21","+",""
"FT1287",259.6315,1021.4,NA,NA,NA,"","",NA,NA,"",""
"FT0245",260.0957,77.8,NA,NA,NA,"","[58][M+1]+","group11",NA,"",""
"FT0918",260.1646,794.3,NA,NA,NA,"","[59][M]+","group94",NA,"",""
"FT1377",260.1646,1101,NA,NA,NA,"","",NA,NA,"",""
"FT1357",260.1646,1081.1,NA,NA,NA,"","[60][M]+","group203",NA,"",""
"FT1438",260.1646,1186.7,NA,NA,NA,"","",NA,NA,"",""
"FT1451",260.1646,1196.5,NA,NA,NA,"","[61][M]+","group230",NA,"",""
"FT1403",260.1647,1118,NA,NA,NA,"","[62][M]+","group217","corgroup120","+",""
"FT0911",260.3531,794.3,NA,NA,NA,"","",NA,NA,"",""
"FT0909",260.5637,794.2,NA,NA,NA,"","",NA,NA,"",""
"FT0198",260.8977,66.1,NA,NA,NA,"","",NA,"corgroup106","",""
"FT0352",261.1309,381.4,NA,NA,NA,"Precursor; FT0352_MS2 match","","group32","corgroup220","+",""
"FT1376",261.1678,1099.3,NA,NA,NA,"","",NA,NA,"",""
"FT1358",261.1678,1081.1,NA,NA,NA,"","[60][M+1]+","group203",NA,"",""
"FT1449",261.1679,1196.4,NA,NA,NA,"","[61][M+1]+","group230","corgroup93","+",""
"FT1404",261.1679,1118,NA,NA,NA,"","[62][M+1]+","group217","corgroup120","+",""
"FT0906",261.1679,794,NA,NA,NA,"","[59][M+1]+","group94","corgroup92","+",""
"FT0905",262.1708,794,NA,NA,NA,"","[59][M+2]+","group94","corgroup92","+",""
"FT0763",262.2376,694.7,NA,NA,NA,"","",NA,NA,"",""
"FT0777",263.0559,733,NA,NA,NA,"","",NA,"corgroup140","",""
"FT0908",263.1734,794.1,NA,NA,NA,"","[59][M+3]+","group94","corgroup92","+",""
"FT0751",264.1751,680.2,"Nortriptylin [M+H]+","[M+H]+ 263.1674",NA,"Precursor; FT0751_MS2 match","","group69",NA,"",""
"FT0752",264.3647,680.2,NA,NA,NA,"","",NA,NA,"",""
"FT0753",264.5768,680.2,NA,NA,NA,"FT0751_MS2 match","","group69","corgroup172","+",""
"FT0720",264.7479,680,NA,NA,NA,"","",NA,"corgroup172","",""
"FT0202",264.8445,66.6,NA,NA,NA,"","",NA,"corgroup106","",""
"FT0719",264.9374,680,NA,NA,NA,"","",NA,"corgroup172","",""
"FT0754",265.1781,680.2,NA,NA,NA,"FT0751_MS2 match","[63][M]+","group69","corgroup172","+",""
"FT1444",265.2525,1196.2,NA,NA,"FT1443-H2O","","","group228","corgroup93","+",""
"FT0408",266.052,491.4,NA,"[3M+H+K]2+ 164.0473",NA,"","","group37","corgroup125","+",""
"FT0767",266.1728,701.1,NA,NA,NA,"","",NA,"corgroup206","",""
"FT0755",266.1815,680.2,NA,NA,NA,"FT0751_MS2 match","[63][M+1]+","group69","corgroup172","+",""
"FT0756",267.1847,680.2,NA,NA,NA,"","[63][M+2]+","group69","corgroup172","+",""
"FT0960",268.1697,869.7,NA,NA,NA,"","[64][M]+","group107",NA,"",""
"FT0824",269.0574,750.5,NA,"[M+K]+ 230.0943",NA,"","","group79","corgroup127","+",""
"FT0961",269.1735,869.7,NA,NA,NA,"","[64][M+1]+","group107","corgroup135","+",""
"FT1164",269.2089,961.2,NA,NA,NA,"Precursor; FT1164_MS2 match","[65][M]+","group148","corgroup90","+",""
"FT0957",270.1853,862.3,NA,NA,"FT0958-CO+CO","","","group106",NA,"",""
"FT1029",270.1856,900,NA,NA,"FT1023-H2O","","","group118",NA,"",""
"FT1165",270.2122,961.2,NA,NA,NA,"","[65][M+1]+","group148","corgroup90","+",""
"FT1033",270.3775,900.3,NA,NA,NA,"","",NA,NA,"",""
"FT1032",270.592,900.3,NA,NA,NA,"","",NA,NA,"",""
"FT1028",270.7648,900,NA,NA,NA,"","",NA,NA,"",""
"FT0794",271.1879,742.6,NA,NA,NA,"","",NA,"corgroup55","",""
"FT1030",271.1886,900,NA,NA,NA,"","",NA,"corgroup59","",""
"FT1277",272.1459,1009.5,NA,NA,NA,"","",NA,"corgroup101","",""
"FT0936",272.1645,818,NA,NA,NA,"","",NA,NA,"",""
"FT0992",272.1918,877.9,NA,NA,NA,"","",NA,NA,"",""
"FT1056",272.2009,901.6,NA,NA,NA,"","[66][M]+","group128",NA,"",""
"FT1049",272.3939,901.3,NA,NA,NA,"","",NA,"corgroup158","",""
"FT1055",272.609,901.3,NA,NA,NA,"","",NA,NA,"",""
"FT0614",273.0759,574.2,NA,NA,NA,"","",NA,NA,"",""
"FT0691",273.1235,624.4,NA,NA,"FT0679-H2O","","","group57","corgroup137","",""
"FT0618",273.1673,588.1,NA,NA,NA,"","",NA,"corgroup103","",""
"FT1050",273.2044,901.3,NA,NA,NA,"","[66][M+1]+","group128","corgroup59","+",""
"FT0633",274.1311,623.7,NA,"[M]+ 274.1317","FT0679-OH","FT0629_MS2 match; FT0668_MS2 match","","group57","corgroup133","+",""
"FT0953",274.1803,847.8,NA,NA,NA,"","[67][M]+","group104","corgroup213","+",""
"FT1051",274.2076,901.3,NA,NA,NA,"","[66][M+2]+","group128","corgroup59","+",""
"FT0888",274.2743,777,NA,NA,NA,"","",NA,NA,"",""
"FT0199",274.8733,66.1,NA,NA,"FT0183-C3H9O6P","","","group7","corgroup117","+",""
"FT0391",275.0571,491.3,NA,NA,NA,"Precursor","","group37","corgroup125","+",""
"FT0863",275.0656,750.7,NA,NA,NA,"Precursor; FT0838_MS2 match; FT0863_MS2 match; FT0864_MS2 match; FT0866_MS2 match; FT0868_MS2 match; FT0870_MS2 match","[68][M]+","group79","corgroup127","+",""
"FT0582",275.0915,559.4,NA,NA,"FT0585-Anhydrohexose; FT0596-CH2CO","Precursor; FT0574_MS2 match; FT0582_MS2 match; FT0585_MS2 match; FT0588_MS2 match; FT0591_MS2 match","[69][M]+","group50","corgroup156","+",""
"FT0230",275.135,72.4,NA,NA,NA,"","","group8","corgroup63","+",""
"FT0672",275.1391,623.9,"Indole-3-acetyl-L-valine [M+H]+","[M+H]+ 274.1317",NA,"Precursor; FT0629_MS2 match; FT0668_MS2 match; FT0672_MS2 match; FT0681_MS2 match","","group57",NA,"",""
"FT0952",275.1835,847.8,NA,NA,NA,"","[67][M+1]+","group104","corgroup213","+",""
"FT1052",275.2102,901.3,NA,NA,NA,"","[66][M+3]+","group128",NA,"",""
"FT0647",275.3024,623.9,NA,NA,NA,"FT0668_MS2 match","","group57",NA,"",""
"FT0657",275.5494,623.9,NA,NA,NA,"","",NA,"corgroup133","",""
"FT0642",275.7236,623.8,NA,NA,NA,"","",NA,"corgroup133","",""
"FT0829",276.0689,750.5,NA,NA,NA,"FT0864_MS2 match; FT0866_MS2 match; FT0868_MS2 match","[68][M+1]+","group79","corgroup127","+",""
"FT0583",276.0949,559.4,NA,NA,NA,"FT0585_MS2 match; FT0588_MS2 match; FT0591_MS2 match","[69][M+1]+","group50","corgroup156","+",""
"FT0331",276.1078,242.1,NA,NA,NA,"","",NA,NA,"",""
"FT0648",276.1426,623.9,NA,NA,NA,"FT0668_MS2 match; FT0672_MS2 match; FT0681_MS2 match","[70][M]+","group57","corgroup133","+",""
"FT0577",277.0971,559.4,NA,NA,NA,"FT0588_MS2 match; FT0591_MS2 match","[69][M+2]+","group50","corgroup156","+",""
"FT0244",277.1031,77.8,NA,NA,NA,"","[71][M]+","group11","corgroup89","+",""
"FT0649",277.1451,623.9,NA,NA,NA,"FT0668_MS2 match","[70][M+1]+","group57","corgroup133","+",""
"FT0246",278.1063,77.8,NA,NA,NA,"","[71][M+1]+","group11","corgroup75","",""
"FT0650",278.1475,623.9,NA,NA,NA,"","[70][M+2]+","group57","corgroup133","+",""
"FT0769",278.1904,702.4,NA,NA,NA,"Precursor; FT0769_MS2 match","","group73",NA,"",""
"FT1141",279.2319,949.7,NA,NA,NA,"","",NA,NA,"",""
"FT1419",280.1621,1147.8,NA,NA,NA,"","",NA,NA,"",""
"FT1398",280.1622,1116.8,NA,NA,NA,"","[72][M]2+","group216","corgroup121","+",""
"FT1399",280.6639,1116.9,NA,NA,NA,"","[72][M+1]2+","group216","corgroup121","+",""
"FT0796",281.1726,744.2,NA,NA,NA,"","",NA,"corgroup55","",""
"FT0912",282.1466,794.3,NA,NA,"FT0914-H2O","","","group96","corgroup92","+",""
"FT1424",282.2793,1161.3,NA,NA,NA,"","[73][M]+","group223","corgroup166","+",""
"FT0359",283.175,410.5,NA,NA,NA,"","",NA,"corgroup74","",""
"FT1443",283.2632,1196.2,NA,NA,NA,"","","group228","corgroup93","+",""
"FT1425",283.2826,1161.3,NA,NA,NA,"","[73][M+1]+","group223","corgroup166","+",""
"FT1002",284.2009,894.9,NA,NA,NA,"","[74][M]+","group117","corgroup53","+",""
"FT1149",284.2009,954.8,NA,NA,"FT1154-formaldehyde","","[75][M]+","group146","corgroup33","+",""
"FT0915",285.076,794.3,"Biochanin A [M+H]+","[M+H]+ 284.0685",NA,"Precursor; FT0915_MS2 match; FT0919_MS2 match","[76][M]+","group97","corgroup152","+",""
"FT1150",285.2042,954.8,NA,NA,NA,"","[75][M+1]+","group146",NA,"",""
"FT1003",285.2042,894.9,NA,NA,NA,"","[74][M+1]+","group117",NA,"",""
"FT0916",286.0792,794.3,NA,NA,NA,"FT0915_MS2 match","[76][M+1]+","group97","corgroup152","+",""
"FT0984",286.1343,870,NA,NA,NA,"","",NA,"corgroup135","",""
"FT0955",286.1802,857.7,NA,NA,NA,"","[77][M]+","group105","corgroup182","+",""
"FT1412",286.1802,1129.5,NA,NA,NA,"","",NA,NA,"",""
"FT1400",286.1802,1117.6,NA,NA,NA,"","",NA,"corgroup120","",""
"FT1152",286.2165,955.3,NA,NA,"FT1154-CO","","[78][M]+","group146","corgroup33","+",""
"FT0970",286.378,870,NA,NA,NA,"","",NA,"corgroup32","",""
"FT0985",286.5989,870,NA,NA,NA,"","",NA,NA,"",""
"FT0962",286.777,870,NA,NA,NA,"","",NA,"corgroup135","",""
"FT0976",286.9741,870,NA,NA,NA,"","",NA,"corgroup135","",""
"FT0922",287.0817,794.7,NA,NA,NA,"FT0915_MS2 match","[76][M+2]+","group97","corgroup152","+",""
"FT0971",287.1656,870,NA,NA,NA,"","",NA,"corgroup32","",""
"FT0954",287.1835,857.5,NA,NA,NA,"","[77][M+1]+","group105","corgroup182","+",""
"FT1151",287.2199,955.3,NA,NA,NA,"","[78][M+1]+","group146","corgroup33","+",""
"FT0963",287.3497,870,NA,NA,NA,"","",NA,"corgroup135","",""
"FT0972",287.5659,870,NA,NA,NA,"","",NA,"corgroup135","",""
"FT0324",288.0649,162.1,NA,NA,NA,"","",NA,NA,"",""
"FT0323",288.0649,152,NA,NA,NA,"","",NA,NA,"",""
"FT0964",288.1868,870,NA,NA,NA,"","[79][M]+","group108","corgroup135","+",""
"FT1450",288.1958,1196.4,NA,NA,NA,"","",NA,"corgroup93","",""
"FT0882",288.1959,761.4,NA,NA,NA,"","",NA,"corgroup43","",""
"FT1023",288.1962,900,NA,NA,NA,"Precursor; FT1023_MS2 match","[80][M]+","group118",NA,"",""
"FT0937",288.2897,822.6,NA,NA,NA,"","",NA,"corgroup56","",""
"FT1015",288.3623,899.8,NA,NA,NA,"","",NA,NA,"",""
"FT1018",288.6158,899.8,NA,NA,NA,"","",NA,"corgroup112","",""
"FT1007",288.7942,899.8,NA,NA,NA,"","",NA,"corgroup112","",""
"FT0716",289.1546,670.5,NA,NA,NA,"Precursor","[81][M]+","group68","corgroup168","+",""
"FT0771",289.1547,706,NA,NA,NA,"","",NA,"corgroup163","",""
"FT0965",289.1897,870,NA,NA,NA,"","[79][M+1]+","group108","corgroup135","+",""
"FT1013",289.1991,899.8,NA,NA,NA,"","[80][M+1]+","group118",NA,"",""
"FT1418",289.1992,1142,NA,NA,NA,"","",NA,NA,"",""
"FT1405",289.1993,1118.3,NA,NA,NA,"","",NA,"corgroup120","",""
"FT1421",289.1994,1151.1,NA,NA,NA,"","",NA,NA,"",""
"FT1009",289.3655,899.8,NA,NA,NA,"","",NA,"corgroup112","",""
"FT1005",289.5844,899.8,NA,NA,NA,"","",NA,"corgroup112","",""
"FT0715",290.158,670.5,NA,NA,NA,"","[81][M+1]+","group68","corgroup168","+",""
"FT1014",290.2022,899.8,NA,NA,NA,"","[80][M+2]+","group118","corgroup112","+",""
"FT0897",290.2692,786.9,NA,NA,NA,"","",NA,NA,"",""
"FT0867",291.0394,750.7,NA,NA,NA,"","",NA,"corgroup111","",""
"FT0679",291.1338,624.1,NA,NA,NA,"","","group57","corgroup133","+",""
"FT0370",291.1452,448.3,"Trimetoprim [M+H]+","[M+H]+ 290.1379",NA,"Precursor; FT0370_MS2 match","[82][M]+","group36","corgroup183","+",""
"FT1004",291.2048,899.5,NA,NA,NA,"","[80][M+3]+","group118","corgroup112","+",""
"FT0368",292.1483,448.3,NA,NA,NA,"FT0370_MS2 match","[82][M+1]+","group36","corgroup183","+",""
"FT1024",292.1671,900,NA,NA,"FT1025-H2O","","","group122","corgroup59","+",""
"FT0369",293.1506,448.3,NA,NA,NA,"FT0370_MS2 match","[82][M+2]+","group36","corgroup183","+",""
"FT0693",294.1127,624.4,NA,"[2M+H+K]2+ 274.1317",NA,"","[83][M]2+","group57","corgroup133","+",""
"FT1057",294.1827,901.6,NA,NA,NA,"","",NA,"corgroup59","",""
"FT0532",294.2274,531.7,NA,NA,NA,"Precursor; FT0532_MS2 match","","group47",NA,"",""
"FT0622",294.6142,623.2,NA,NA,NA,"","[83][M+1]2+","group57","corgroup133","+",""
"FT0358",295.1288,402,NA,NA,NA,"","",NA,NA,"",""
"FT1179",296.201,976.2,NA,NA,NA,"","[84][M]+","group152","corgroup47","+",""
"FT1145",296.201,951.8,NA,NA,NA,"","[85][M]+","group144","corgroup169","+",""
"FT0692",297.1213,624.4,"Indole-3-acetyl-L-valine [M+Na]+","[M+Na]+ 274.1317",NA,"Precursor; FT0681_MS2 match; FT0692_MS2 match","[86][M]+","group57","corgroup133","+",""
"FT1180",297.2042,976.2,NA,NA,NA,"","[84][M+1]+","group152","corgroup47","+",""
"FT1146",297.2043,951.8,NA,NA,NA,"","[85][M+1]+","group144","corgroup169","+",""
"FT1339",297.24,1072,NA,NA,NA,"","[87][M]+","group199","corgroup49","+",""
"FT0354",298.0968,381.7,NA,NA,NA,"","",NA,NA,"",""
"FT0687",298.1244,624.2,NA,NA,NA,"FT0681_MS2 match","[86][M+1]+","group57","corgroup133","+",""
"FT1155",298.2166,957.9,NA,NA,NA,"","",NA,NA,"",""
"FT1169",298.2166,966.5,NA,NA,NA,"","",NA,NA,"",""
"FT1128",298.2167,940.3,NA,NA,NA,"","[88][M]+","group142","corgroup102","+",""
"FT1256",298.2167,1008.5,NA,NA,NA,"","[89][M]+","group175","corgroup114","+",""
"FT1194",298.2167,983.6,NA,NA,NA,"","[90][M]+","group156","corgroup38","+",""
"FT1338",298.2435,1071.8,NA,NA,NA,"","[87][M+1]+","group199","corgroup49","+",""
"FT1326",298.3469,1047.7,NA,NA,NA,"","",NA,NA,"",""
"FT1129",298.4504,940.3,NA,NA,"FT1109-OH","","","group138","corgroup116","+",""
"FT1135",298.6432,940.3,NA,NA,NA,"","",NA,NA,"",""
"FT0710",299.1103,648.3,NA,NA,NA,"","",NA,NA,"",""
"FT0688",299.1269,624.2,NA,NA,NA,"","[86][M+2]+","group57","corgroup133","+",""
"FT1402",299.1958,1117.8,NA,NA,NA,"","",NA,NA,"",""
"FT1195",299.22,983.6,NA,NA,NA,"","[90][M+1]+","group156","corgroup38","+",""
"FT1257",299.22,1008.5,NA,NA,NA,"","[89][M+1]+","group175","corgroup114","+",""
"FT1130",299.22,940.3,NA,NA,NA,"","[88][M+1]+","group142","corgroup102","+",""
"FT0914",300.1594,794.3,NA,NA,NA,"","","group96",NA,"",""
"FT0935",300.1957,814.4,NA,NA,NA,"","",NA,NA,"",""
"FT1096",300.1958,920.9,NA,NA,NA,"","",NA,"corgroup215","",""
"FT0998",300.1958,888.6,NA,NA,"FT0997-CH3OH","","[91][M]+","group116","corgroup94","+",""
"FT1131",300.2232,940.3,NA,NA,NA,"","[88][M+2]+","group142",NA,"",""
"FT1267",300.2323,1009.2,NA,NA,NA,"","[92][M]+","group177","corgroup114","+",""
"FT1262",300.4668,1009,NA,NA,NA,"","",NA,"corgroup45","",""
"FT0247",301.1143,79.6,NA,NA,NA,"","",NA,NA,"",""
"FT1213",301.141,994.8,NA,NA,NA,"","[93][M]+","group164","corgroup185","+",""
"FT1201",301.1411,988.4,NA,NA,NA,"","[94][M]+","group159",NA,"",""
"FT0999",301.1992,888.6,NA,NA,NA,"","[91][M+1]+","group116","corgroup94","+",""
"FT1441",301.2115,1186.8,NA,NA,NA,"","[95][M]+","group227","corgroup48","+",""
"FT1127",301.2261,940.3,NA,NA,NA,"","[88][M+3]+","group142",NA,"",""
"FT1264",301.2357,1009.2,NA,NA,NA,"","[92][M+1]+","group177","corgroup114","+",""
"FT0562",302.0976,537.3,NA,NA,NA,"","[96][M]2+","group49","corgroup157","+",""
"FT0626",302.0989,623.4,NA,NA,NA,"","",NA,"corgroup133","",""
"FT1212",302.1444,994.7,NA,NA,NA,"","[93][M+1]+","group164",NA,"",""
"FT1202",302.1445,988.4,NA,NA,NA,"","[94][M+1]+","group159",NA,"",""
"FT0793",302.1751,739.8,NA,NA,NA,"","[97][M]+","group78","corgroup84","+",""
"FT1148",302.2115,952,NA,NA,NA,"","[98][M]+","group145","corgroup169","+",""
"FT1440",302.2147,1186.8,NA,NA,NA,"","[95][M+1]+","group227","corgroup48","+",""
"FT1265",302.2388,1009.2,NA,NA,NA,"","[92][M+2]+","group177","corgroup114","+",""
"FT0563",302.5989,537.3,NA,NA,NA,"","[96][M+1]2+","group49","corgroup157","+",""
"FT0478",303.0499,512.8,NA,NA,"FT0476-Anhydrohexose","Precursor; FT0472_MS2 match; FT0474_MS2 match; FT0477_MS2 match; FT0478_MS2 match; FT0482_MS2 match; FT0485_MS2 match","","group42","corgroup149","+",""
"FT0698",303.05,630.5,"Quercetin [M+H]+","[M+H]+ 302.0427",NA,"Precursor; FT0698_MS2 match","","group64",NA,"",""
"FT0567",303.0949,537.3,NA,NA,NA,"","[96][M+2]2+","group49","corgroup164","+",""
"FT0876",303.1705,753,NA,NA,NA,"","[99][M]+","group85","corgroup127","+",""
"FT0792",303.1784,739.8,NA,NA,NA,"","[97][M+1]+","group78","corgroup84","+",""
"FT1147",303.2148,952,NA,NA,NA,"","[98][M+1]+","group145","corgroup169","+",""
"FT0540",303.5955,537.2,NA,NA,NA,"","[96][M+3]2+","group49","corgroup164","+",""
"FT0923",304.0495,794.8,NA,"[2M+H+K]2+ 284.0685",NA,"","","group97","corgroup152","+",""
"FT0875",304.1736,752.9,NA,NA,NA,"","[99][M+1]+","group85","corgroup127","+",""
"FT0892",304.1907,785.2,NA,NA,NA,"","[100][M]+","group90","corgroup30","+",""
"FT1426",304.2611,1161.3,NA,NA,NA,"","",NA,"corgroup166","",""
"FT1103",304.2998,926.5,NA,NA,NA,"","",NA,"corgroup81","",""
"FT0435",305.1022,507.4,NA,"[2M+H]+ 152.0473",NA,"Precursor","[101][M]+","group38","corgroup119","+",""
"FT0360",305.157,410.5,NA,NA,NA,"Precursor; FT0360_MS2 match","","group33","corgroup74","+",""
"FT0893",305.1939,785.2,NA,NA,NA,"","[100][M+1]+","group90","corgroup209","+",""
